,State County FIPS,Postal Code,Name,Median Household Income,Year
544,"15 , 1",HI,Hawaii County,40041,2003
545,"15 , 3",HI,Honolulu County,51747,2003
546,"15 , 5",HI,Kalawao County,.,2003
547,"15 , 7",HI,Kauai County,43153,2003
548,"15 , 9",HI,Maui County,46915,2003
544,"15 , 1",HI,Hawaii County,40041,2004
545,"15 , 3",HI,Honolulu County,51747,2004
546,"15 , 5",HI,Kalawao County,.,2004
547,"15 , 7",HI,Kauai County,43153,2004
548,"15 , 9",HI,Maui County,46915,2004
544,"15 , 1",HI,Hawaii County,40041,2005
545,"15 , 3",HI,Honolulu County,51747,2005
546,"15 , 5",HI,Kalawao County,.,2005
547,"15 , 7",HI,Kauai County,43153,2005
548,"15 , 9",HI,Maui County,46915,2005
544,"15 , 1",HI,Hawaii County,40041,2006
545,"15 , 3",HI,Honolulu County,51747,2006
546,"15 , 5",HI,Kalawao County,.,2006
547,"15 , 7",HI,Kauai County,43153,2006
548,"15 , 9",HI,Maui County,46915,2006
544,"15 , 1",HI,Hawaii County,40041,2007
545,"15 , 3",HI,Honolulu County,51747,2007
546,"15 , 5",HI,Kalawao County,.,2007
547,"15 , 7",HI,Kauai County,43153,2007
548,"15 , 9",HI,Maui County,46915,2007
544,"15 , 1",HI,Hawaii County,40041,2008
545,"15 , 3",HI,Honolulu County,51747,2008
546,"15 , 5",HI,Kalawao County,.,2008
547,"15 , 7",HI,Kauai County,43153,2008
548,"15 , 9",HI,Maui County,46915,2008
544,"15 , 1",HI,Hawaii County,40041,2009
545,"15 , 3",HI,Honolulu County,51747,2009
546,"15 , 5",HI,Kalawao County,.,2009
547,"15 , 7",HI,Kauai County,43153,2009
548,"15 , 9",HI,Maui County,46915,2009
544,"15 , 1",HI,Hawaii County,40041,2010
545,"15 , 3",HI,Honolulu County,51747,2010
546,"15 , 5",HI,Kalawao County,.,2010
547,"15 , 7",HI,Kauai County,43153,2010
548,"15 , 9",HI,Maui County,46915,2010
544,"15 , 1",HI,Hawaii County,40041,2011
545,"15 , 3",HI,Honolulu County,51747,2011
546,"15 , 5",HI,Kalawao County,.,2011
547,"15 , 7",HI,Kauai County,43153,2011
548,"15 , 9",HI,Maui County,46915,2011
544,"15 , 1",HI,Hawaii County,40041,2012
545,"15 , 3",HI,Honolulu County,51747,2012
546,"15 , 5",HI,Kalawao County,.,2012
547,"15 , 7",HI,Kauai County,43153,2012
548,"15 , 9",HI,Maui County,46915,2012
544,"15 , 1",HI,Hawaii County,40041,2013
545,"15 , 3",HI,Honolulu County,51747,2013
546,"15 , 5",HI,Kalawao County,.,2013
547,"15 , 7",HI,Kauai County,43153,2013
548,"15 , 9",HI,Maui County,46915,2013
544,"15 , 1",HI,Hawaii County,40041,2014
545,"15 , 3",HI,Honolulu County,51747,2014
546,"15 , 5",HI,Kalawao County,.,2014
547,"15 , 7",HI,Kauai County,43153,2014
548,"15 , 9",HI,Maui County,46915,2014
544,"15 , 1",HI,Hawaii County,40041,2015
545,"15 , 3",HI,Honolulu County,51747,2015
546,"15 , 5",HI,Kalawao County,.,2015
547,"15 , 7",HI,Kauai County,43153,2015
548,"15 , 9",HI,Maui County,46915,2015
544,"15 , 1",HI,Hawaii County,40041,2016
545,"15 , 3",HI,Honolulu County,51747,2016
546,"15 , 5",HI,Kalawao County,.,2016
547,"15 , 7",HI,Kauai County,43153,2016
548,"15 , 9",HI,Maui County,46915,2016
544,"15 , 1",HI,Hawaii County,40041,2017
545,"15 , 3",HI,Honolulu County,51747,2017
546,"15 , 5",HI,Kalawao County,.,2017
547,"15 , 7",HI,Kauai County,43153,2017
548,"15 , 9",HI,Maui County,46915,2017
544,"15 , 1",HI,Hawaii County,40041,2018
545,"15 , 3",HI,Honolulu County,51747,2018
546,"15 , 5",HI,Kalawao County,.,2018
547,"15 , 7",HI,Kauai County,43153,2018
548,"15 , 9",HI,Maui County,46915,2018
