incidentType,state,county,incidentCount,FEMA$
Chemical,WestVirginia,Boone,6,12013.226666666667
Chemical,WestVirginia,Cabell,2,3826.87
Chemical,WestVirginia,Kanawha,12,50986.35166666666
Chemical,WestVirginia,Lincoln,9,7432.647777777778
Chemical,WestVirginia,Putnam,13,5519.38846153846
Coastal Storm,Alaska,Kenai Peninsula,1,2994493.77
Coastal Storm,Alaska,North Slope,1,3915189.31
Coastal Storm,Florida,Charlotte,5,212699.912
Coastal Storm,Florida,Collier,9,541084.4644444444
Coastal Storm,Florida,DeSoto,3,48955.47666666666
Coastal Storm,Florida,Flagler,6,108474.31166666666
Coastal Storm,Florida,Hardee,3,802487.42
Coastal Storm,Florida,Highlands,3,50819.73
Coastal Storm,Florida,Lee,7,50192.607142857145
Coastal Storm,Florida,Manatee,17,188608.43882352943
Coastal Storm,Florida,Putnam,5,132824.44
Coastal Storm,Florida,Sarasota,11,549919.290909091
Coastal Storm,Florida,St. Johns,4,286431.6
Coastal Storm,Louisiana,Ascension,4,182246.2975
Coastal Storm,Louisiana,Assumption,3,24179.586666666666
Coastal Storm,Louisiana,Beauregard,2,43021.875
Coastal Storm,Louisiana,E. Baton Rouge,13,79829.61
Coastal Storm,Louisiana,E. Feliciana,3,31483.34
Coastal Storm,Louisiana,Iberia,2,36498.16
Coastal Storm,Louisiana,Iberville,6,81993.15500000001
Coastal Storm,Louisiana,Jefferson,16,160633.181875
Coastal Storm,Louisiana,Lafayette,10,34220.096999999994
Coastal Storm,Louisiana,Lafourche,18,136529.77222222224
Coastal Storm,Louisiana,Livingston,8,29098.67125
Coastal Storm,Louisiana,Orleans,3,55617.46
Coastal Storm,Louisiana,Plaquemines,2,449137.20999999996
Coastal Storm,Louisiana,Pointe Coupee,4,9220.460000000001
Coastal Storm,Louisiana,St. Bernard,7,76579.24285714285
Coastal Storm,Louisiana,St. Charles,4,219935.9425
Coastal Storm,Louisiana,St. James,7,27753.40428571429
Coastal Storm,Louisiana,St. John the Baptist,2,53136.66
Coastal Storm,Louisiana,St. Martin,4,51428.63
Coastal Storm,Louisiana,St. Mary,10,23170.998
Coastal Storm,Louisiana,St. Tammany,11,32716.615454545456
Coastal Storm,Louisiana,Tangipahoa,1,118357.76
Coastal Storm,Louisiana,Terrebonne,6,203511.8883333333
Coastal Storm,Louisiana,Vermilion,4,45344.7
Coastal Storm,Louisiana,W. Feliciana,5,8352.774000000001
Coastal Storm,Louisiana,Washington,3,46855.34666666666
Coastal Storm,Maine,York,9,439178.6466666666
Coastal Storm,NewHampshire,Rockingham,7,49353.28857142857
Coastal Storm,Oregon,Deschutes,1,9734.18
Coastal Storm,Oregon,Multnomah,4,209276.71
Coastal Storm,Texas,Anderson,2,26618.899999999998
Coastal Storm,Texas,Angelina,2,9850.77
Coastal Storm,Texas,Brazoria,6,70540.08833333333
Coastal Storm,Texas,Chambers,1,67099.44
Coastal Storm,Texas,Cherokee,2,46705.405
Coastal Storm,Texas,Fort Bend,4,15839.197499999998
Coastal Storm,Texas,Galveston,14,75366.66071428571
Coastal Storm,Texas,Hardin,5,62668.414000000004
Coastal Storm,Texas,Harris,91,4183295.0096703297
Coastal Storm,Texas,Houston,2,88624.97
Coastal Storm,Texas,Jasper,1,48254.1
Coastal Storm,Texas,Jefferson,7,119616.24714285714
Coastal Storm,Texas,Liberty,6,39538.721666666665
Coastal Storm,Texas,Madison,2,30911.125
Coastal Storm,Texas,Montgomery,13,63868.35538461537
Coastal Storm,Texas,Nacogdoches,2,22245.22
Coastal Storm,Texas,Newton,1,58661.33
Coastal Storm,Texas,Orange,5,36833.788
Coastal Storm,Texas,Polk,2,28665.92
Coastal Storm,Texas,San Augustine,1,10348.88
Coastal Storm,Texas,San Jacinto,1,17857.05
Coastal Storm,Texas,Smith,2,13358.43
Coastal Storm,Texas,Trinity,2,74010.38500000001
Coastal Storm,Texas,Tyler,2,36378.94
Coastal Storm,Texas,Walker,2,69413.795
Coastal Storm,Utah,Salt Lake,1,11771.65
Coastal Storm,Utah,Utah,1,4023.74
Coastal Storm,Washington,Kitsap,1,0.0
Coastal Storm,Washington,Pierce,1,6981.46
Coastal Storm,Washington,Thurston,2,546.245
Dam/Levee Break,California,San Joaquin,9,471388.65888888884
Earthquake,Alaska,Anchorage,31,338118.7048387096
Earthquake,Alaska,Kenai Peninsula,1,130517.14
Earthquake,Alaska,Matanuska-Susitna,3,1658485.6133333333
Earthquake,Alaska,Southeast Fairbanks (C,4,91731.53749999999
Earthquake,Alaska,Valdez-Cordova (CA),4,152691.745
Earthquake,Alaska,Yukon-Koyukuk (CA),1,3723.88
Earthquake,California,Imperial,22,1114644.0922727275
Earthquake,California,Napa,22,829509.6236363635
Earthquake,California,San Luis Obispo,27,1627504.9337037036
Earthquake,California,Santa Barbara,4,162110.04750000002
Earthquake,California,Solano,8,418124.34500000003
Earthquake,DistrictofColumbia,District of Columbia,15,266368.2153333333
Earthquake,Hawaii,Hawaii,14,529232.5564285715
Earthquake,Hawaii,Honolulu,4,47486.445
Earthquake,Hawaii,Kauai,1,860.73
Earthquake,Hawaii,Maui,6,358832.9033333333
Earthquake,Virginia,Culpeper,4,169166.0775
Earthquake,Virginia,Fredericksburg (city),1,31046.52
Earthquake,Virginia,Louisa,6,6983013.528333333
Earthquake,Virginia,Northampton,2,3000.31
Earthquake,Virginia,Spotsylvania,2,13485.065
Earthquake,Washington,Clallam,6,11577.276666666667
Earthquake,Washington,Cowlitz,3,5956.0
Earthquake,Washington,Douglas,1,14770.97
Earthquake,Washington,Grays Harbor,12,11323.883333333333
Earthquake,Washington,King,70,413189.403
Earthquake,Washington,Kitsap,15,39300.04266666667
Earthquake,Washington,Lewis,19,23987.086842105266
Earthquake,Washington,Mason,9,41267.99888888889
Earthquake,Washington,Pacific,6,8461.433333333332
Earthquake,Washington,Pierce,36,70347.75805555556
Earthquake,Washington,Skagit,7,18070.87714285714
Earthquake,Washington,Snohomish,20,22481.9305
Earthquake,Washington,Thurston,18,103787.67333333337
Earthquake,Washington,Whatcom,9,18553.173333333336
Fire,Alaska,Wade Hampton (CA),2,123696.905
Fire,Arizona,Apache,7,0.0
Fire,Arizona,Navajo,19,36893.45105263158
Fire,Arizona,Pima,4,1188494.4775
Fire,California,Alameda,1,456313.43
Fire,California,Butte,23,603079.7913043479
Fire,California,Calaveras,13,995347.4330769231
Fire,California,Humboldt,3,45667.85333333333
Fire,California,Kern,1,49957.12
Fire,California,Lake,15,1068147.2826666667
Fire,California,Los Angeles,50,634796.8328
Fire,California,Mariposa,1,368563.72
Fire,California,Mendocino,9,677936.5222222223
Fire,California,Monterey,4,103719.77249999999
Fire,California,Napa,8,825167.88375
Fire,California,Nevada,1,137302.46
Fire,California,Orange,33,223680.37787878787
Fire,California,Plumas,2,5923.535
Fire,California,Riverside,11,58398.51454545455
Fire,California,San Bernardino,95,253252.83610526318
Fire,California,San Diego,173,351888.70057803456
Fire,California,Santa Barbara,29,1725371.9872413797
Fire,California,Santa Clara,3,124393.71333333332
Fire,California,Santa Cruz,4,22708.145
Fire,California,Shasta,15,905725.6093333334
Fire,California,Solano,5,158904.35799999998
Fire,California,Sonoma,24,2039158.0758333337
Fire,California,Tehama,3,15177.75
Fire,California,Trinity,4,29010.4625
Fire,California,Tuolumne,6,192831.19666666668
Fire,California,Ventura,63,594537.1946031747
Fire,California,Yuba,4,337159.4975
Fire,Colorado,El Paso,9,900087.5622222223
Fire,Colorado,Fremont,3,39452.35666666667
Fire,Colorado,Larimer,6,78552.86833333333
Fire,Colorado,Teller,5,20336.23
Fire,Florida,Collier,1,1521.75
Fire,Florida,Osceola,1,1114.5
Fire,Florida,St. Lucie,3,262393.0
Fire,Massachusetts,Worcester,1,1818001.85
Fire,Montana,Powder River,2,17006.035
Fire,Montana,Rosebud,2,485955.48
Fire,Nevada,Carson City,1,1087311.34
Fire,NewJersey,Atlantic,1,37737.26
Fire,NewJersey,Bergen,1,2453969.44
Fire,NewJersey,Burlington,1,32634.47
Fire,NewJersey,Camden,1,21605.05
Fire,NewJersey,Cape May,1,12996.61
Fire,NewJersey,Cumberland,1,12433.58
Fire,NewJersey,Essex,1,1219121.26
Fire,NewJersey,Gloucester,1,36098.08
Fire,NewJersey,Hudson,1,6100211.39
Fire,NewJersey,Hunterdon,1,152013.09
Fire,NewJersey,Mercer,1,150097.55
Fire,NewJersey,Middlesex,1,348030.94
Fire,NewJersey,Monmouth,1,415181.59
Fire,NewJersey,Morris,1,161970.63
Fire,NewJersey,Ocean,1,98543.07
Fire,NewJersey,Passaic,1,775582.96
Fire,NewJersey,Salem,1,140282.08
Fire,NewJersey,Somerset,1,179222.19
Fire,NewJersey,Sussex,1,84700.94
Fire,NewJersey,Union,1,973505.76
Fire,NewJersey,Warren,1,43643.56
Fire,NewMexico,Lincoln,3,13986.663333333336
Fire,NewMexico,Los Alamos,3,1823228.7766666666
Fire,NewMexico,Otero,2,32438.55
Fire,NewMexico,San Miguel,2,2898.375
Fire,NewYork,Albany,1,67435.87
Fire,NewYork,Allegany,1,8913.54
Fire,NewYork,Bronx,3,466.6666666666667
Fire,NewYork,Broome,1,11860.15
Fire,NewYork,Cattaraugus,1,43304.72
Fire,NewYork,Cayuga,1,7049.74
Fire,NewYork,Chautauqua,1,12538.64
Fire,NewYork,Chemung,1,6282.0
Fire,NewYork,Chenango,1,4745.0
Fire,NewYork,Clinton,1,6039.0
Fire,NewYork,Columbia,1,7535.3
Fire,NewYork,Cortland,1,8173.0
Fire,NewYork,Delaware,1,12234.44
Fire,NewYork,Dutchess,1,38808.77
Fire,NewYork,Erie,1,417624.47
Fire,NewYork,Essex,1,8605.33
Fire,NewYork,Fulton,1,13477.59
Fire,NewYork,Genesee,1,13673.25
Fire,NewYork,Greene,1,4029.86
Fire,NewYork,Herkimer,1,7827.0
Fire,NewYork,Jefferson,1,4768.62
Fire,NewYork,Kings,7,40903.751428571435
Fire,NewYork,Lewis,1,2013.0
Fire,NewYork,Livingston,1,11957.4
Fire,NewYork,Madison,1,4000.0
Fire,NewYork,Monroe,1,39705.84
Fire,NewYork,Montgomery,1,10803.52
Fire,NewYork,Nassau,1,8353724.34
Fire,NewYork,New York,68,52595513.56338236
Fire,NewYork,Niagara,1,46291.59
Fire,NewYork,Oneida,1,4123.0
Fire,NewYork,Onondaga,1,38506.5
Fire,NewYork,Ontario,1,29762.6
Fire,NewYork,Orange,1,100422.04
Fire,NewYork,Oswego,1,16925.47
Fire,NewYork,Otsego,1,12764.94
Fire,NewYork,Putnam,1,106734.0
Fire,NewYork,Queens,4,14460.627499999999
Fire,NewYork,Rensselaer,1,3096.02
Fire,NewYork,Richmond,3,14338.029999999999
Fire,NewYork,Rockland,1,295233.15
Fire,NewYork,Saratoga,1,29604.0
Fire,NewYork,Schenectady,1,27837.91
Fire,NewYork,Seneca,1,6518.91
Fire,NewYork,St. Lawrence,1,6385.47
Fire,NewYork,Steuben,1,17405.3
Fire,NewYork,Suffolk,1,3247390.44
Fire,NewYork,Tioga,1,12525.0
Fire,NewYork,Tompkins,1,5496.0
Fire,NewYork,Ulster,1,0.0
Fire,NewYork,Warren,1,25978.0
Fire,NewYork,Washington,1,6050.95
Fire,NewYork,Wayne,1,4372.64
Fire,NewYork,Westchester,3,578065.23
Fire,NewYork,Wyoming,1,5843.5
Fire,Oklahoma,Adair,3,2581.963333333333
Fire,Oklahoma,Atoka,8,1651.2675
Fire,Oklahoma,Beaver,4,2114.045
Fire,Oklahoma,Beckham,5,3488.7660000000005
Fire,Oklahoma,Blaine,3,1107.1433333333334
Fire,Oklahoma,Bryan,11,2331.497272727273
Fire,Oklahoma,Caddo,8,3038.2475
Fire,Oklahoma,Canadian,9,7720.87
Fire,Oklahoma,Carter,13,6576.4346153846145
Fire,Oklahoma,Choctaw,8,2083.03375
Fire,Oklahoma,Cleveland,6,4478.760000000001
Fire,Oklahoma,Coal,5,2280.8300000000004
Fire,Oklahoma,Comanche,13,3583.618461538462
Fire,Oklahoma,Cotton,2,2462.99
Fire,Oklahoma,Creek,12,7716.947499999999
Fire,Oklahoma,Custer,5,3167.6259999999997
Fire,Oklahoma,Delaware,9,3050.6266666666666
Fire,Oklahoma,Dewey,4,108026.3475
Fire,Oklahoma,Ellis,3,1091.6633333333332
Fire,Oklahoma,Garfield,3,1634.4066666666668
Fire,Oklahoma,Garvin,13,3052.8430769230763
Fire,Oklahoma,Grady,6,9794.293333333333
Fire,Oklahoma,Greer,2,1263.555
Fire,Oklahoma,Harmon,1,18803.22
Fire,Oklahoma,Haskell,6,2081.191666666667
Fire,Oklahoma,Hughes,11,3561.127272727272
Fire,Oklahoma,Jackson,2,2372.66
Fire,Oklahoma,Jefferson,4,2963.9575000000004
Fire,Oklahoma,Johnston,4,2053.6475
Fire,Oklahoma,Kay,5,1960.7299999999996
Fire,Oklahoma,Kingfisher,2,9440.415
Fire,Oklahoma,Latimer,8,2512.93375
Fire,Oklahoma,Le Flore,7,3003.068571428571
Fire,Oklahoma,Lincoln,16,7339.18
Fire,Oklahoma,Logan,10,7015.1990000000005
Fire,Oklahoma,Love,9,2014.3955555555553
Fire,Oklahoma,Marshall,5,1749.768
Fire,Oklahoma,Mayes,10,6823.322
Fire,Oklahoma,McClain,11,4494.181818181817
Fire,Oklahoma,McCurtain,7,1562.5742857142857
Fire,Oklahoma,McIntosh,15,4531.967999999999
Fire,Oklahoma,Murray,2,2623.125
Fire,Oklahoma,Muskogee,16,4041.381875
Fire,Oklahoma,Noble,8,3688.18375
Fire,Oklahoma,Nowata,6,2817.648333333333
Fire,Oklahoma,Okfuskee,9,5219.601111111111
Fire,Oklahoma,Oklahoma,15,5077.804666666667
Fire,Oklahoma,Okmulgee,12,8918.591666666667
Fire,Oklahoma,Osage,29,2632.648965517242
Fire,Oklahoma,Ottawa,6,2570.3733333333334
Fire,Oklahoma,Pawnee,12,3161.370000000001
Fire,Oklahoma,Payne,7,3916.752857142857
Fire,Oklahoma,Pittsburg,18,3544.760555555555
Fire,Oklahoma,Pontotoc,11,3253.3163636363633
Fire,Oklahoma,Pottawatomie,12,5452.027499999999
Fire,Oklahoma,Pushmataha,6,1526.6599999999999
Fire,Oklahoma,Roger Mills,4,23257.185
Fire,Oklahoma,Rogers,10,3356.818
Fire,Oklahoma,Seminole,5,2645.956
Fire,Oklahoma,Sequoyah,4,2173.1225
Fire,Oklahoma,Stephens,13,15219.180000000002
Fire,Oklahoma,Texas,2,4232.85
Fire,Oklahoma,Tulsa,15,3577.5646666666667
Fire,Oklahoma,Wagoner,7,4365.374285714285
Fire,Oklahoma,Washington,8,3258.08
Fire,Oklahoma,Washita,3,1859.9266666666665
Fire,Oklahoma,Woods,1,1437.97
Fire,Oklahoma,Woodward,4,3405.555
Fire,Tennessee,Sevier,10,273650.434
Fire,Texas,Anderson,3,64059.666666666664
Fire,Texas,Andrews,2,70527.36
Fire,Texas,Angelina,1,27978.39
Fire,Texas,Aransas,1,0.0
Fire,Texas,Archer,2,44131.945
Fire,Texas,Armstrong,1,19577.59
Fire,Texas,Atascosa,1,90954.11
Fire,Texas,Bailey,1,3901.3
Fire,Texas,Bandera,1,3502.59
Fire,Texas,Bastrop,6,2566632.8633333337
Fire,Texas,Baylor,2,5432.53
Fire,Texas,Bee,1,1081.11
Fire,Texas,Bell,1,22954.88
Fire,Texas,Bexar,1,75861.8
Fire,Texas,Blanco,1,6048.41
Fire,Texas,Bosque,2,57141.42
Fire,Texas,Bowie,2,46969.0
Fire,Texas,Brazos,1,9859.17
Fire,Texas,Brewster,2,11977.28
Fire,Texas,Briscoe,3,17666.576666666664
Fire,Texas,Brooks,2,41047.494999999995
Fire,Texas,Brown,1,62157.98
Fire,Texas,Burleson,1,12082.5
Fire,Texas,Burnet,1,6508.85
Fire,Texas,Caldwell,2,49891.91499999999
Fire,Texas,Calhoun,1,0.0
Fire,Texas,Callahan,2,144882.36
Fire,Texas,Cameron,1,0.0
Fire,Texas,Camp,1,12308.14
Fire,Texas,Carson,2,45378.985
Fire,Texas,Cass,3,40446.76666666667
Fire,Texas,Castro,2,6082.485
Fire,Texas,Cherokee,2,80949.73
Fire,Texas,Childress,2,45872.22
Fire,Texas,Clay,3,50325.84666666667
Fire,Texas,Cochran,2,8657.19
Fire,Texas,Coke,1,2756.81
Fire,Texas,Coleman,2,28291.71
Fire,Texas,Collin,1,14428.21
Fire,Texas,Collingsworth,1,68788.48
Fire,Texas,Colorado,1,115092.53
Fire,Texas,Comal,1,5146.01
Fire,Texas,Comanche,1,5910.5
Fire,Texas,Concho,2,4948.055
Fire,Texas,Cooke,1,67630.57
Fire,Texas,Coryell,3,94514.68333333335
Fire,Texas,Cottle,2,57319.46
Fire,Texas,Crane,1,18682.31
Fire,Texas,Crockett,2,34623.64
Fire,Texas,Crosby,2,5029.125
Fire,Texas,Culberson,1,51653.63
Fire,Texas,Dallam,1,2335.41
Fire,Texas,Dallas,1,1268.07
Fire,Texas,Dawson,2,7146.2300000000005
Fire,Texas,DeWitt,1,0.0
Fire,Texas,Deaf Smith,2,37316.065
Fire,Texas,Delta,1,5883.92
Fire,Texas,Denton,1,84126.92
Fire,Texas,Dickens,1,102961.42
Fire,Texas,Donley,2,79800.985
Fire,Texas,Duval,1,21848.2
Fire,Texas,Eastland,8,42041.08125
Fire,Texas,Edwards,1,2296.7
Fire,Texas,Ellis,1,6316.21
Fire,Texas,Erath,2,116446.135
Fire,Texas,Falls,1,3221.16
Fire,Texas,Fannin,1,3121.01
Fire,Texas,Fayette,1,1414.31
Fire,Texas,Fisher,2,29783.38
Fire,Texas,Floyd,1,0.0
Fire,Texas,Foard,2,15274.105
Fire,Texas,Franklin,3,21234.13
Fire,Texas,Freestone,1,13004.03
Fire,Texas,Frio,1,13084.0
Fire,Texas,Garza,1,63382.7
Fire,Texas,Gillespie,1,16562.28
Fire,Texas,Glasscock,1,11427.09
Fire,Texas,Goliad,1,2491.0
Fire,Texas,Gonzales,2,10190.81
Fire,Texas,Gray,1,217058.48
Fire,Texas,Grayson,2,29902.195
Fire,Texas,Gregg,2,120707.17
Fire,Texas,Grimes,1,10753.82
Fire,Texas,Guadalupe,1,19111.54
Fire,Texas,Hale,1,16190.56
Fire,Texas,Hall,3,15862.476666666667
Fire,Texas,Hamilton,1,18373.52
Fire,Texas,Hardeman,1,2128.26
Fire,Texas,Hardin,3,28575.483333333337
Fire,Texas,Harris,1,2497.04
Fire,Texas,Harrison,3,67489.65333333334
Fire,Texas,Hartley,2,33685.29
Fire,Texas,Haskell,1,11279.75
Fire,Texas,Hays,1,8089.97
Fire,Texas,Hemphill,2,110932.18000000001
Fire,Texas,Henderson,2,66949.63500000001
Fire,Texas,Hidalgo,1,20250.0
Fire,Texas,Hill,1,131071.12
Fire,Texas,Hockley,4,4600.797500000001
Fire,Texas,Hood,1,91073.63
Fire,Texas,Hopkins,1,6862.06
Fire,Texas,Houston,3,63769.14333333333
Fire,Texas,Howard,3,69778.40999999999
Fire,Texas,Hunt,1,52558.53
Fire,Texas,Hutchinson,2,35879.305
Fire,Texas,Irion,2,21305.23
Fire,Texas,Jack,1,71196.65
Fire,Texas,Jasper,2,16040.225
Fire,Texas,Jeff Davis,2,42787.7
Fire,Texas,Johnson,1,11140.83
Fire,Texas,Jones,1,9619.85
Fire,Texas,Karnes,1,3195.71
Fire,Texas,Kaufman,1,6270.32
Fire,Texas,Kendall,1,5963.04
Fire,Texas,Kent,2,23449.045000000002
Fire,Texas,Kerr,1,7262.33
Fire,Texas,Kimble,1,23826.08
Fire,Texas,King,1,22369.88
Fire,Texas,Lamar,2,46749.7
Fire,Texas,Lamb,1,38700.0
Fire,Texas,Lampasas,1,7884.56
Fire,Texas,Lee,2,8441.42
Fire,Texas,Leon,3,119505.05666666669
Fire,Texas,Liberty,1,5938.72
Fire,Texas,Limestone,1,37656.28
Fire,Texas,Lipscomb,1,16383.37
Fire,Texas,Live Oak,2,12797.51
Fire,Texas,Llano,1,5457.54
Fire,Texas,Lubbock,1,13447.43
Fire,Texas,Lynn,2,9019.19
Fire,Texas,Madison,1,3332.77
Fire,Texas,Marion,3,35133.84333333333
Fire,Texas,Martin,1,4574.14
Fire,Texas,Mason,1,37764.08
Fire,Texas,McCulloch,1,11802.05
Fire,Texas,McLennan,1,15896.22
Fire,Texas,Medina,1,15712.54
Fire,Texas,Menard,2,18715.785000000003
Fire,Texas,Midland,1,14255.07
Fire,Texas,Milam,1,4359.97
Fire,Texas,Mills,1,3109.05
Fire,Texas,Mitchell,2,9657.19
Fire,Texas,Montague,3,109662.56666666667
Fire,Texas,Montgomery,1,10653.41
Fire,Texas,Moore,2,36746.99
Fire,Texas,Morris,3,8520.67
Fire,Texas,Motley,2,32373.395
Fire,Texas,Nacogdoches,1,2197.74
Fire,Texas,Navarro,2,68801.36
Fire,Texas,Newton,3,18373.226666666666
Fire,Texas,Nolan,1,22370.12
Fire,Texas,Ochiltree,1,13782.28
Fire,Texas,Oldham,1,11829.48
Fire,Texas,Palo Pinto,1,31347.96
Fire,Texas,Panola,1,2787.35
Fire,Texas,Parker,1,43025.67
Fire,Texas,Parmer,1,8199.61
Fire,Texas,Pecos,2,31474.625
Fire,Texas,Polk,1,11788.66
Fire,Texas,Potter,3,58997.09
Fire,Texas,Presidio,1,43751.76
Fire,Texas,Randall,2,39660.235
Fire,Texas,Reagan,1,32665.64
Fire,Texas,Real,1,3014.93
Fire,Texas,Red River,3,22359.37
Fire,Texas,Reeves,1,1466.89
Fire,Texas,Roberts,3,75755.41666666667
Fire,Texas,Robertson,1,25273.31
Fire,Texas,Rockwall,1,4037.09
Fire,Texas,Rusk,3,93802.12666666666
Fire,Texas,Sabine,1,2165.94
Fire,Texas,San Augustine,2,18397.199999999997
Fire,Texas,San Jacinto,1,11298.19
Fire,Texas,San Saba,1,0.0
Fire,Texas,Scurry,2,19937.045000000002
Fire,Texas,Shackelford,1,7142.56
Fire,Texas,Shelby,1,2936.38
Fire,Texas,Sherman,1,2481.98
Fire,Texas,Smith,2,113535.125
Fire,Texas,Starr,1,5326.05
Fire,Texas,Stephens,3,30461.420000000002
Fire,Texas,Sterling,1,42310.82
Fire,Texas,Stonewall,1,7540.66
Fire,Texas,Sutton,1,30268.75
Fire,Texas,Swisher,1,6343.06
Fire,Texas,Tarrant,1,52842.07
Fire,Texas,Taylor,1,27933.36
Fire,Texas,Terrell,1,51957.06
Fire,Texas,Terry,2,10091.115
Fire,Texas,Throckmorton,2,27899.13
Fire,Texas,Titus,2,20847.605
Fire,Texas,Tom Green,2,99819.87
Fire,Texas,Travis,1,5984.05
Fire,Texas,Trinity,1,137111.38
Fire,Texas,Tyler,2,69419.35
Fire,Texas,Upshur,2,158531.055
Fire,Texas,Uvalde,1,17683.18
Fire,Texas,Val Verde,2,63162.0
Fire,Texas,Victoria,1,2595.42
Fire,Texas,Walker,4,85002.7325
Fire,Texas,Ward,1,0.0
Fire,Texas,Wheeler,1,292963.95
Fire,Texas,Wichita,1,21520.46
Fire,Texas,Wilbarger,1,24806.68
Fire,Texas,Williamson,1,7298.09
Fire,Texas,Wilson,1,19053.96
Fire,Texas,Winkler,1,24719.15
Fire,Texas,Wise,2,37789.850000000006
Fire,Texas,Wood,1,52596.76
Fire,Texas,Yoakum,1,5490.11
Fire,Texas,Young,3,65529.13333333334
Fire,Texas,Zapata,1,1895.36
Fire,Washington,Chelan,5,527766.7760000001
Fire,Washington,Douglas,2,253932.47999999998
Fire,Washington,Ferry,4,74688.15
Fire,Washington,Grant,1,0.0
Fire,Washington,King,1,1714497.35
Fire,Washington,Kittitas,2,76769.075
Fire,Washington,Okanogan,27,564912.0029629631
Fire,Washington,Pend Oreille,3,36082.19666666666
Fire,Washington,Stevens,1,20841.72
Flood,Alaska,Bethel (CA),28,125449.40964285716
Flood,Alaska,Dillingham (CA),1,0.0
Flood,Alaska,Fairbanks North Star,4,8635.93
Flood,Alaska,Kenai Peninsula,4,197287.5975
Flood,Alaska,Southeast Fairbanks (C,4,460235.14749999996
Flood,Alaska,Valdez-Cordova (CA),2,71852.51
Flood,Alaska,Wade Hampton (CA),14,920287.7842857143
Flood,Alaska,Yukon-Koyukuk (CA),17,516277.6382352941
Flood,Arizona,La Paz,3,273699.0733333333
Flood,Arizona,Maricopa,18,232049.17888888888
Flood,Arkansas,Conway,3,179106.62
Flood,Arkansas,Crawford,7,138146.58857142855
Flood,Arkansas,Desha,1,768931.26
Flood,Arkansas,Faulkner,5,96669.36
Flood,Arkansas,Franklin,2,357405.705
Flood,Arkansas,Jefferson,5,309749.66799999995
Flood,Arkansas,Logan,2,39670.605
Flood,Arkansas,Madison,2,59534.0
Flood,Arkansas,Newton,2,451225.85
Flood,Arkansas,Perry,4,393320.19
Flood,Arkansas,Pulaski,9,1088676.262222222
Flood,Arkansas,Searcy,1,494449.63
Flood,Arkansas,Sebastian,6,179770.295
Flood,Arkansas,Washington,2,110997.0
Flood,Arkansas,Yell,3,330702.23
Flood,California,Alameda,10,693567.672
Flood,California,Alpine,2,105496.81
Flood,California,Amador,7,265471.8957142857
Flood,California,Butte,8,428035.18124999997
Flood,California,Calaveras,6,139238.81333333335
Flood,California,Colusa,8,134584.65625
Flood,California,Contra Costa,20,742525.2440000002
Flood,California,Del Norte,2,848719.2749999999
Flood,California,El Dorado,12,579412.5016666666
Flood,California,Glenn,1,520716.19
Flood,California,Humboldt,4,1624862.695
Flood,California,Imperial,1,36505.19
Flood,California,Inyo,2,152033.555
Flood,California,Kern,26,275056.6576923077
Flood,California,Kings,1,84569.33
Flood,California,Lake,4,803210.88
Flood,California,Lassen,3,430221.57
Flood,California,Los Angeles,37,310076.2872972973
Flood,California,Madera,2,175456.83
Flood,California,Marin,15,161061.20133333333
Flood,California,Mariposa,4,292121.735
Flood,California,Mendocino,2,1922351.635
Flood,California,Merced,8,88666.28874999999
Flood,California,Modoc,3,32397.403333333335
Flood,California,Mono,7,46682.61571428571
Flood,California,Monterey,12,933903.5175
Flood,California,Napa,5,649185.088
Flood,California,Nevada,4,225837.8175
Flood,California,Orange,56,201599.06160714288
Flood,California,Placer,1,31507.42
Flood,California,Plumas,6,164969.57166666668
Flood,California,Riverside,59,130958.76220338982
Flood,California,Sacramento,27,301491.62925925927
Flood,California,San Benito,2,307794.14999999997
Flood,California,San Bernardino,40,1005702.5135
Flood,California,San Diego,53,246128.70000000004
Flood,California,San Joaquin,36,101372.16666666666
Flood,California,San Luis Obispo,24,85141.10583333332
Flood,California,San Mateo,18,330152.4111111111
Flood,California,Santa Barbara,19,238530.90526315785
Flood,California,Santa Clara,13,720088.4746153845
Flood,California,Santa Cruz,20,1608164.009
Flood,California,Shasta,7,230854.76285714286
Flood,California,Sierra,1,1453355.1
Flood,California,Siskiyou,2,283170.98000000004
Flood,California,Solano,8,96112.70000000001
Flood,California,Sonoma,6,439914.57833333337
Flood,California,Stanislaus,6,422492.24499999994
Flood,California,Sutter,12,436213.0908333333
Flood,California,Tehama,3,88127.54666666668
Flood,California,Trinity,4,602269.995
Flood,California,Tulare,10,140329.357
Flood,California,Tuolumne,5,341452.608
Flood,California,Yolo,20,69233.00999999998
Flood,California,Yuba,9,852200.6799999999
Flood,Colorado,Adams,19,563217.2747368421
Flood,Colorado,Arapahoe,7,353204.23285714287
Flood,Colorado,Baca,1,7190.85
Flood,Colorado,Boulder,52,3571197.144615385
Flood,Colorado,Broomfield,1,342482.0
Flood,Colorado,Clear Creek,3,337102.9266666667
Flood,Colorado,Crowley,1,239575.74
Flood,Colorado,Denver,5,476104.058
Flood,Colorado,El Paso,16,1072241.6925000001
Flood,Colorado,Elbert,2,489014.595
Flood,Colorado,Fremont,12,128063.31166666666
Flood,Colorado,Gilpin,2,297098.62
Flood,Colorado,Jefferson,20,382221.3949999999
