State County,Postal Code,Name,Median Household Income
"19,39",IA,Clarke County,37500
"19,41",IA,Clay County,39117
"19,43",IA,Clayton County,36353
"19,45",IA,Clinton County,38686
"19,47",IA,Crawford County,36540
"19,49",IA,Dallas County,56086
"19,51",IA,Davis County,34042
"19,53",IA,Decatur County,28208
"19,55",IA,Delaware County,40118
"19,57",IA,Des Moines County,37871
"19,59",IA,Dickinson County,41645
"19,61",IA,Dubuque County,41742
"19,63",IA,Emmet County,35818
"19,65",IA,Fayette County,33478
"19,67",IA,Floyd County,37171
"19,69",IA,Franklin County,37616
"19,71",IA,Fremont County,39610
"19,73",IA,Greene County,36187
"19,75",IA,Grundy County,44540
"19,77",IA,Guthrie County,39179
"19,79",IA,Hamilton County,40524
"19,81",IA,Hancock County,40491
"19,83",IA,Hardin County,36970
"19,85",IA,Harrison County,40191
"19,87",IA,Henry County,40007
"19,89",IA,Howard County,37144
"19,91",IA,Humboldt County,39676
"19,93",IA,Ida County,37479
"19,95",IA,Iowa County,44411
"19,97",IA,Jackson County,36671
"19,99",IA,Jasper County,44833
"19,101",IA,Jefferson County,33859
"19,103",IA,Johnson County,43989
"19,105",IA,Jones County,38408
"19,107",IA,Keokuk County,36291
"19,109",IA,Kossuth County,37940
"19,111",IA,Lee County,36645
"19,113",IA,Linn County,47044
"19,115",IA,Louisa County,41256
"19,117",IA,Lucas County,32687
"19,119",IA,Lyon County,39462
"19,121",IA,Madison County,46508
"19,123",IA,Mahaska County,38740
"19,125",IA,Marion County,44594
"19,127",IA,Marshall County,39962
"19,129",IA,Mills County,44758
"19,131",IA,Mitchell County,37024
"19,133",IA,Monona County,33628
"19,135",IA,Monroe County,35476
"19,137",IA,Montgomery County,34346
"19,139",IA,Muscatine County,44460
"19,141",IA,O'Brien County,38586
"19,143",IA,Osceola County,35806
"19,145",IA,Page County,36031
"19,147",IA,Palo Alto County,33721
"19,149",IA,Plymouth County,45487
"19,151",IA,Pocahontas County,34374
"19,153",IA,Polk County,49342
"19,155",IA,Pottawattamie County,40779
"19,157",IA,Poweshiek County,40009
"19,159",IA,Ringgold County,29806
"19,161",IA,Sac County,34970
"19,163",IA,Scott County,45751
"19,165",IA,Shelby County,39672
"19,167",IA,Sioux County,44614
"19,169",IA,Story County,42298
"19,171",IA,Tama County,39052
"19,173",IA,Taylor County,32404
"19,175",IA,Union County,32838
"19,177",IA,Van Buren County,32172
"19,179",IA,Wapello County,34515
"19,181",IA,Warren County,53548
"19,183",IA,Washington County,41765
"19,185",IA,Wayne County,30294
"19,187",IA,Webster County,37140
"19,189",IA,Winnebago County,40362
"19,191",IA,Winneshiek County,40344
"19,193",IA,Woodbury County,38133
"19,195",IA,Worth County,37120
"19,197",IA,Wright County,38716
"20,1",KS,Allen County,32416
"20,3",KS,Anderson County,35002
"20,5",KS,Atchison County,36022
"20,7",KS,Barber County,35331
"20,9",KS,Barton County,34423
"20,11",KS,Bourbon County,32400
"20,13",KS,Brown County,33565
"20,15",KS,Butler County,48208
"20,17",KS,Chase County,32716
"20,19",KS,Chautauqua County,30507
"20,21",KS,Cherokee County,32185
"20,23",KS,Cheyenne County,28175
"20,25",KS,Clark County,34592
"20,27",KS,Clay County,35111
"20,29",KS,Cloud County,32371
"20,31",KS,Coffey County,41485
"20,33",KS,Comanche County,31743
"20,35",KS,Cowley County,36025
"20,37",KS,Crawford County,30858
"20,39",KS,Decatur County,29399
"20,41",KS,Dickinson County,37192
"20,43",KS,Doniphan County,33841
"20,45",KS,Douglas County,39000
"20,47",KS,Edwards County,31170
"20,49",KS,Elk County,27704
"20,51",KS,Ellis County,35440
"20,53",KS,Ellsworth County,36018
"20,55",KS,Finney County,37262
"20,57",KS,Ford County,36464
"20,59",KS,Franklin County,41194
"20,61",KS,Geary County,32910
"20,63",KS,Gove County,32376
"20,65",KS,Graham County,33103
"20,67",KS,Grant County,42648
"20,69",KS,Gray County,39741
"20,71",KS,Greeley County,34813
"20,73",KS,Greenwood County,30340
"20,75",KS,Hamilton County,34028
"20,77",KS,Harper County,31845
"20,79",KS,Harvey County,42799
"20,81",KS,Haskell County,38333
"20,83",KS,Hodgeman County,34358
"20,85",KS,Jackson County,42210
"20,87",KS,Jefferson County,46632
"20,89",KS,Jewell County,31069
"20,91",KS,Johnson County,66783
"20,93",KS,Kearny County,38460
"20,95",KS,Kingman County,39308
"20,97",KS,Kiowa County,34818
"20,99",KS,Labette County,31651
"20,101",KS,Lane County,35938
"20,103",KS,Leavenworth County,50755
"20,105",KS,Lincoln County,31108
"20,107",KS,Linn County,35889
"20,109",KS,Logan County,33570
"20,111",KS,Lyon County,33946
"20,113",KS,McPherson County,43628
"20,115",KS,Marion County,35185
"20,117",KS,Marshall County,34749
"20,119",KS,Meade County,35875
"20,121",KS,Miami County,48984
"20,123",KS,Mitchell County,34770
"20,125",KS,Montgomery County,32391
"20,127",KS,Morris County,35757
"20,129",KS,Morton County,38861
"20,131",KS,Nemaha County,35794
"20,133",KS,Neosho County,33643
"20,135",KS,Ness County,36260
"20,137",KS,Norton County,31223
"20,139",KS,Osage County,39370
"20,141",KS,Osborne County,29675
"20,143",KS,Ottawa County,40582
"20,145",KS,Pawnee County,33595
"20,147",KS,Phillips County,35240
"20,149",KS,Pottawatomie County,44751
"20,151",KS,Pratt County,36842
"20,153",KS,Rawlins County,31254
"20,155",KS,Reno County,35978
"20,157",KS,Republic County,30263
"20,159",KS,Rice County,34194
"20,161",KS,Riley County,33399
"20,163",KS,Rooks County,31829
"20,165",KS,Rush County,32255
"20,167",KS,Russell County,29270
"20,169",KS,Saline County,38325
"20,171",KS,Scott County,39825
"20,173",KS,Sedgwick County,43940
"20,175",KS,Seward County,36656
"20,177",KS,Shawnee County,42543
"20,179",KS,Sheridan County,34483
"20,181",KS,Sherman County,30479
"20,183",KS,Smith County,29599
"20,185",KS,Stafford County,31319
"20,187",KS,Stanton County,36977
"20,189",KS,Stevens County,40341
"20,191",KS,Sumner County,39569
"20,193",KS,Thomas County,36545
"20,195",KS,Trego County,30260
"20,197",KS,Wabaunsee County,42142
"20,199",KS,Wallace County,32245
"20,201",KS,Washington County,30663
"20,203",KS,Wichita County,33396
"20,205",KS,Wilson County,31356
"20,207",KS,Woodson County,26477
"20,209",KS,Wyandotte County,32995
"21,1",KY,Adair County,25266
"21,3",KY,Allen County,33839
"21,5",KY,Anderson County,47435
"21,7",KY,Ballard County,35052
"21,9",KY,Barren County,32932
"21,11",KY,Bath County,28484
"21,13",KY,Bell County,21257
"21,15",KY,Boone County,57704
"21,17",KY,Bourbon County,36768
"21,19",KY,Boyd County,34699
"21,21",KY,Boyle County,36750
"21,23",KY,Bracken County,37379
"21,25",KY,Breathitt County,21932
"21,27",KY,Breckinridge County,33250
"21,29",KY,Bullitt County,48192
"21,31",KY,Butler County,30696
"21,33",KY,Caldwell County,31393
"21,35",KY,Calloway County,31082
"21,37",KY,Campbell County,43779
"21,39",KY,Carlisle County,32397
"21,41",KY,Carroll County,38807
"21,43",KY,Carter County,29100
"21,45",KY,Casey County,24201
"21,47",KY,Christian County,31108
"21,49",KY,Clark County,41627
"21,51",KY,Clay County,18835
"21,53",KY,Clinton County,22994
"21,55",KY,Crittenden County,30043
"21,57",KY,Cumberland County,22874
"21,59",KY,Daviess County,39120
"21,61",KY,Edmonson County,29147
"21,63",KY,Elliott County,24159
"21,65",KY,Estill County,25660
"21,67",KY,Fayette County,40896
"21,69",KY,Fleming County,29857
"21,71",KY,Floyd County,24310
"21,73",KY,Franklin County,42265
"21,75",KY,Fulton County,26706
"21,77",KY,Gallatin County,34999
"21,79",KY,Garrard County,37900
"21,81",KY,Grant County,41213
"21,83",KY,Graves County,32636
"21,85",KY,Grayson County,29315
"21,87",KY,Green County,27378
"21,89",KY,Greenup County,34531
"21,91",KY,Hancock County,41640
"21,93",KY,Hardin County,42184
"21,95",KY,Harlan County,21802
"21,97",KY,Harrison County,37776
"21,99",KY,Hart County,26637
"21,101",KY,Henderson County,38247
"21,103",KY,Henry County,38359
"21,105",KY,Hickman County,32621
"21,107",KY,Hopkins County,33341
"21,109",KY,Jackson County,22271
"21,111",KY,Jefferson County,43210
"21,113",KY,Jessamine County,41257
"21,115",KY,Johnson County,27838
"21,117",KY,Kenton County,46730
"21,119",KY,Knott County,23662
"21,121",KY,Knox County,22239
"21,123",KY,Larue County,34241
"21,125",KY,Laurel County,29581
"21,127",KY,Lawrence County,25170
"21,129",KY,Lee County,20974
"21,131",KY,Leslie County,21163
"21,133",KY,Letcher County,24911
"21,135",KY,Lewis County,24211
"21,137",KY,Lincoln County,29023
"21,139",KY,Livingston County,33605
"21,141",KY,Logan County,33670
"21,143",KY,Lyon County,33975
"21,145",KY,McCracken County,35695
"21,147",KY,McCreary County,20843
"21,149",KY,McLean County,31825
"21,151",KY,Madison County,35586
"21,153",KY,Magoffin County,22729
"21,155",KY,Marion County,33210
"21,157",KY,Marshall County,37156
"21,159",KY,Martin County,22301
"21,161",KY,Mason County,33143
"21,163",KY,Meade County,40269
"21,165",KY,Menifee County,24628
"21,167",KY,Mercer County,37616
"21,169",KY,Metcalfe County,25471
"21,171",KY,Monroe County,23891
"21,173",KY,Montgomery County,34426
"21,175",KY,Morgan County,24434
"21,177",KY,Muhlenberg County,30458
"21,179",KY,Nelson County,42742
"21,181",KY,Nicholas County,31233
"21,183",KY,Ohio County,32194
"21,185",KY,Oldham County,66174
"21,187",KY,Owen County,33783
"21,189",KY,Owsley County,17434
"21,191",KY,Pendleton County,39075
"21,193",KY,Perry County,25155
"21,195",KY,Pike County,26530
"21,197",KY,Powell County,27678
"21,199",KY,Pulaski County,29591
"21,201",KY,Robertson County,30014
"21,203",KY,Rockcastle County,25983
"21,205",KY,Rowan County,30471
"21,207",KY,Russell County,24635
"21,209",KY,Scott County,49974
"21,211",KY,Shelby County,47066
"21,213",KY,Simpson County,38454
"21,215",KY,Spencer County,51991
"21,217",KY,Taylor County,30407
"21,219",KY,Todd County,31085
"21,221",KY,Trigg County,37424
"21,223",KY,Trimble County,38851
"21,225",KY,Union County,35791
"21,227",KY,Warren County,37555
"21,229",KY,Washington County,34783
"21,231",KY,Wayne County,23796
"21,233",KY,Webster County,34210
"21,235",KY,Whitley County,23970
"21,237",KY,Wolfe County,20326
"21,239",KY,Woodford County,48515
"22,1",LA,Acadia Parish,29671
"22,3",LA,Allen Parish,28552
"22,5",LA,Ascension Parish,47959
"22,7",LA,Assumption Parish,35296
"22,9",LA,Avoyelles Parish,25490
"22,11",LA,Beauregard Parish,34447
"22,13",LA,Bienville Parish,25695
"22,15",LA,Bossier Parish,40631
"22,17",LA,Caddo Parish,32652
"22,19",LA,Calcasieu Parish,36646
"22,21",LA,Caldwell Parish,27934
"22,23",LA,Cameron Parish,36132
"22,25",LA,Catahoula Parish,24456
"22,27",LA,Claiborne Parish,26888
"22,29",LA,Concordia Parish,24480
"22,31",LA,De Soto Parish,29875
"22,33",LA,East Baton Rouge Parish,37297
"22,35",LA,East Carroll Parish,20412
"22,37",LA,East Feliciana Parish,31345
"22,39",LA,Evangeline Parish,23688
"22,41",LA,Franklin Parish,24275
"22,43",LA,Grant Parish,31367
"22,45",LA,Iberia Parish,33060
"22,47",LA,Iberville Parish,30240
"22,49",LA,Jackson Parish,30774
"22,51",LA,Jefferson Parish,38077
"22,53",LA,Jefferson Davis Parish,30561
"22,55",LA,Lafayette Parish,39095
"22,57",LA,Lafourche Parish,38360
"22,59",LA,La Salle Parish,30556
"22,61",LA,Lincoln Parish,28453
"22,63",LA,Livingston Parish,42006
"22,65",LA,Madison Parish,22559
"22,67",LA,Morehouse Parish,26302
"22,69",LA,Natchitoches Parish,27364
"22,71",LA,Orleans Parish,27478
"22,73",LA,Ouachita Parish,32808
"22,75",LA,Plaquemines Parish,38343
"22,77",LA,Pointe Coupee Parish,31886
"22,79",LA,Rapides Parish,31715
"22,81",LA,Red River Parish,24294
"22,83",LA,Richland Parish,24962
"22,85",LA,Sabine Parish,29623
"22,87",LA,St. Bernard Parish,36208
"22,89",LA,St. Charles Parish,45492
"22,91",LA,St. Helena Parish,29026
"22,93",LA,St. James Parish,36353
"22,95",LA,St. John the Baptist Parish,39034
"22,97",LA,St. Landry Parish,25659
"22,99",LA,St. Martin Parish,31020
"22,101",LA,St. Mary Parish,31514
"22,103",LA,St. Tammany Parish,51251
"22,105",LA,Tangipahoa Parish,30050
"22,107",LA,Tensas Parish,21388
"22,109",LA,Terrebonne Parish,37431
"22,111",LA,Union Parish,29730
"22,113",LA,Vermilion Parish,31685
"22,115",LA,Vernon Parish,33708
"22,117",LA,Washington Parish,25155
"22,119",LA,Webster Parish,29536
"22,121",LA,West Baton Rouge Parish,36698
"22,123",LA,West Carroll Parish,26541
"22,125",LA,West Feliciana Parish,37119
"22,127",LA,Winn Parish,26626
"23,1",ME,Androscoggin County,38105
"23,3",ME,Aroostook County,31556
"23,5",ME,Cumberland County,47729
"23,7",ME,Franklin County,34010
"23,9",ME,Hancock County,37991
"23,11",ME,Kennebec County,38507
"23,13",ME,Knox County,39952
"23,15",ME,Lincoln County,40832
"23,17",ME,Oxford County,35243
"23,19",ME,Penobscot County,36562
"23,21",ME,Piscataquis County,30847
"23,23",ME,Sagadahoc County,44832
"23,25",ME,Somerset County,32154
"23,27",ME,Waldo County,36708
"23,29",ME,Washington County,28380
"23,31",ME,York County,47070
"24,1",MD,Allegany County,32560
"24,3",MD,Anne Arundel County,64362
"24,5",MD,Baltimore County,50256
"24,9",MD,Calvert County,71570
"24,11",MD,Caroline County,39288
"24,13",MD,Carroll County,66674
"24,15",MD,Cecil County,52858
"24,17",MD,Charles County,66031
"24,19",MD,Dorchester County,34689
"24,21",MD,Frederick County,66514
"24,23",MD,Garrett County,34648
"24,25",MD,Harford County,62000
"24,27",MD,Howard County,79607
"24,29",MD,Kent County,41707
"24,31",MD,Montgomery County,76669
"24,33",MD,Prince George's County,53716
"24,35",MD,Queen Anne's County,61107
"24,37",MD,St. Mary's County,58742
"24,39",MD,Somerset County,29546
"24,41",MD,Talbot County,48105
"24,43",MD,Washington County,43931
"24,45",MD,Wicomico County,40102
"24,47",MD,Worcester County,42165
"24,510",MD,Baltimore city,29162
"25,1",MA,Barnstable County,47915
"25,3",MA,Berkshire County,40326
"25,5",MA,Bristol County,44883
"25,7",MA,Dukes County,49292
"25,9",MA,Essex County,50731
"25,11",MA,Franklin County,42305
"25,13",MA,Hampden County,39938
"25,15",MA,Hampshire County,46782
"25,17",MA,Middlesex County,62054
"25,19",MA,Nantucket County,55510
"25,21",MA,Norfolk County,64599
"25,23",MA,Plymouth County,57381
"25,25",MA,Suffolk County,40089
"25,27",MA,Worcester County,49932
"26,1",MI,Alcona County,31116
"26,3",MI,Alger County,35623
"26,5",MI,Allegan County,46735
"26,7",MI,Alpena County,34606
"26,9",MI,Antrim County,39390
"26,11",MI,Arenac County,32740
"26,13",MI,Baraga County,32163
"26,15",MI,Barry County,48362
"26,17",MI,Bay County,39229
"26,19",MI,Benzie County,39565
"26,21",MI,Berrien County,38512
"26,23",MI,Branch County,38331
"26,25",MI,Calhoun County,39211
"26,27",MI,Cass County,41459
"26,29",MI,Charlevoix County,41899
"26,31",MI,Cheboygan County,34411
"26,33",MI,Chippewa County,33593
"26,35",MI,Clare County,30094
"26,37",MI,Clinton County,55421
"26,39",MI,Crawford County,32836
"26,41",MI,Delta County,37296
"26,43",MI,Dickinson County,37808
"26,45",MI,Eaton County,51079
"26,47",MI,Emmet County,42867
"26,49",MI,Genesee County,40305
"26,51",MI,Gladwin County,33463
"26,53",MI,Gogebic County,28284
"26,55",MI,Grand Traverse County,43898
"26,57",MI,Gratiot County,37276
"26,59",MI,Hillsdale County,40135
"26,61",MI,Houghton County,30092
"26,63",MI,Huron County,35877
"26,65",MI,Ingham County,41093
"26,67",MI,Ionia County,43870
"26,69",MI,Iosco County,31295
"26,71",MI,Iron County,30097
"26,73",MI,Isabella County,35118
"26,75",MI,Jackson County,42622
"26,77",MI,Kalamazoo County,42266
"26,79",MI,Kalkaska County,35531
"26,81",MI,Kent County,46985
"26,83",MI,Keweenaw County,29907
"26,85",MI,Lake County,27501
"26,87",MI,Lapeer County,51896
"26,89",MI,Leelanau County,50211
"26,91",MI,Lenawee County,47188
"26,93",MI,Livingston County,71509
"26,95",MI,Luce County,31921
"26,97",MI,Mackinac County,33876
"26,99",MI,Macomb County,51782
"26,101",MI,Manistee County,35296
"26,103",MI,Marquette County,37082
"26,105",MI,Mason County,35657
"26,107",MI,Mecosta County,34827
"26,109",MI,Menominee County,34577
"26,111",MI,Midland County,48708
"26,113",MI,Missaukee County,34452
"26,115",MI,Monroe County,52638
"26,117",MI,Montcalm County,38681
"26,119",MI,Montmorency County,30452
"26,121",MI,Muskegon County,37726
"26,123",MI,Newaygo County,38488
"26,125",MI,Oakland County,63658
"26,127",MI,Oceana County,36768
"26,129",MI,Ogemaw County,31137
"26,131",MI,Ontonagon County,31293
"26,133",MI,Osceola County,35005
"26,135",MI,Oscoda County,28291
"26,137",MI,Otsego County,42359
"26,139",MI,Ottawa County,54107
"26,141",MI,Presque Isle County,33050
"26,143",MI,Roscommon County,30062
"26,145",MI,Saginaw County,37954
"26,147",MI,St. Clair County,47523
"26,149",MI,St. Joseph County,39712
"26,151",MI,Sanilac County,37100
"26,153",MI,Schoolcraft County,32380
"26,155",MI,Shiawassee County,43356
"26,157",MI,Tuscola County,39862
"26,159",MI,Van Buren County,40513
"26,161",MI,Washtenaw County,54542
"26,163",MI,Wayne County,37903
"26,165",MI,Wexford County,36351
"27,1",MN,Aitkin County,32997
"27,3",MN,Anoka County,61249
"27,5",MN,Becker County,38824
"27,7",MN,Beltrami County,35152
"27,9",MN,Benton County,45430
"27,11",MN,Big Stone County,33092
"27,13",MN,Blue Earth County,39692
"27,15",MN,Brown County,43080
"27,17",MN,Carlton County,42651
"27,19",MN,Carver County,74242
"27,21",MN,Cass County,37833
"27,23",MN,Chippewa County,38407
"27,25",MN,Chisago County,58605
"27,27",MN,Clay County,41390
"27,29",MN,Clearwater County,32571
"27,31",MN,Cook County,38728
"27,33",MN,Cottonwood County,36066
"27,35",MN,Crow Wing County,39608
"27,37",MN,Dakota County,65512
"27,39",MN,Dodge County,54702
"27,41",MN,Douglas County,41975
"27,43",MN,Faribault County,37541
"27,45",MN,Fillmore County,39674
"27,47",MN,Freeborn County,38373
"27,49",MN,Goodhue County,50443
"27,51",MN,Grant County,37293
"27,53",MN,Hennepin County,53815
"27,55",MN,Houston County,43713
"27,57",MN,Hubbard County,36491
"27,59",MN,Isanti County,53908
"27,61",MN,Itasca County,38526
"27,63",MN,Jackson County,39182
"27,65",MN,Kanabec County,41027
"27,67",MN,Kandiyohi County,41821
"27,69",MN,Kittson County,36476
"27,71",MN,Koochiching County,38672
"27,73",MN,Lac qui Parle County,34398
"27,75",MN,Lake County,43755
"27,77",MN,Lake of the Woods County,35498
"27,79",MN,Le Sueur County,48239
"27,81",MN,Lincoln County,33516
"27,83",MN,Lyon County,41281
"27,85",MN,McLeod County,47749
"27,87",MN,Mahnomen County,30264
"27,89",MN,Marshall County,41978
"27,91",MN,Martin County,38714
"27,93",MN,Meeker County,43403
"27,95",MN,Mille Lacs County,39592
"27,97",MN,Morrison County,38954
"27,99",MN,Mower County,38979
"27,101",MN,Murray County,37834
"27,103",MN,Nicollet County,46406
"27,105",MN,Nobles County,38315
"27,107",MN,Norman County,36013
"27,109",MN,Olmsted County,56808
"27,111",MN,Otter Tail County,37492
"27,113",MN,Pennington County,37231
"27,115",MN,Pine County,37817
"27,117",MN,Pipestone County,36893
"27,119",MN,Polk County,37438
"27,121",MN,Pope County,38627
"27,123",MN,Ramsey County,46684
"27,125",MN,Red Lake County,35879
"27,127",MN,Redwood County,38387
"27,129",MN,Renville County,39412
"27,131",MN,Rice County,49404
"27,133",MN,Rock County,40121
"27,135",MN,Roseau County,44330
"27,137",MN,St. Louis County,39492
"27,139",MN,Scott County,74077
"27,141",MN,Sherburne County,62349
"27,143",MN,Sibley County,41932
"27,145",MN,Stearns County,45757
"27,147",MN,Steele County,48720
"27,149",MN,Stevens County,39575
"27,151",MN,Swift County,35656
"27,153",MN,Todd County,33744
"27,155",MN,Traverse County,33285
"27,157",MN,Wabasha County,45126
"27,159",MN,Wadena County,32261
"27,161",MN,Waseca County,43650
"27,163",MN,Washington County,72210
"27,165",MN,Watonwan County,37096
"27,167",MN,Wilkin County,41809
"27,169",MN,Winona County,39647
"27,171",MN,Wright County,60326
"27,173",MN,Yellow Medicine County,36299
"28,1",MS,Adams County,25381
"28,3",MS,Alcorn County,30158
"28,5",MS,Amite County,27609
"28,7",MS,Attala County,26544
"28,9",MS,Benton County,25571
"28,11",MS,Bolivar County,23825
"28,13",MS,Calhoun County,27935
"28,15",MS,Carroll County,30728
"28,17",MS,Chickasaw County,28030
"28,19",MS,Choctaw County,26707
"28,21",MS,Claiborne County,22892
"28,23",MS,Clarke County,27340
"28,25",MS,Clay County,27912
"28,27",MS,Coahoma County,23416
"28,29",MS,Copiah County,27075
"28,31",MS,Covington County,27632
"28,33",MS,DeSoto County,51952
"28,35",MS,Forrest County,29411
"28,37",MS,Franklin County,26312
"28,39",MS,George County,36469
"28,41",MS,Greene County,28784
"28,43",MS,Grenada County,29099
"28,45",MS,Hancock County,36058
"28,47",MS,Harrison County,35062
"28,49",MS,Hinds County,34115
"28,51",MS,Holmes County,19128
"28,53",MS,Humphreys County,20193
"28,55",MS,Issaquena County,19893
"28,57",MS,Itawamba County,34403
"28,59",MS,Jackson County,39455
"28,61",MS,Jasper County,25871
"28,63",MS,Jefferson County,19836
"28,65",MS,Jefferson Davis County,22027
"28,67",MS,Jones County,29282
"28,69",MS,Kemper County,24763
"28,71",MS,Lafayette County,31338
"28,73",MS,Lamar County,39520
"28,75",MS,Lauderdale County,31597
"28,77",MS,Lawrence County,30242
"28,79",MS,Leake County,27646
"28,81",MS,Lee County,37057
"28,83",MS,Leflore County,21943
"28,85",MS,Lincoln County,30353
"28,87",MS,Lowndes County,31899
"28,89",MS,Madison County,49648
"28,91",MS,Marion County,26576
"28,93",MS,Marshall County,29673
"28,95",MS,Monroe County,30958
"28,97",MS,Montgomery County,25959
"28,99",MS,Neshoba County,30533
"28,101",MS,Newton County,30062
"28,103",MS,Noxubee County,22163
"28,105",MS,Oktibbeha County,27691
"28,107",MS,Panola County,27953
"28,109",MS,Pearl River County,32160
"28,111",MS,Perry County,28994
"28,113",MS,Pike County,25518
"28,115",MS,Pontotoc County,33888
"28,117",MS,Prentiss County,29849
"28,119",MS,Quitman County,21217
"28,121",MS,Rankin County,46621
"28,123",MS,Scott County,27466
"28,125",MS,Sharkey County,22386
"28,127",MS,Simpson County,28178
"28,129",MS,Smith County,29306
"28,131",MS,Stone County,32125
"28,133",MS,Sunflower County,22527
"28,135",MS,Tallahatchie County,23111
"28,137",MS,Tate County,36210
"28,139",MS,Tippah County,30534
"28,141",MS,Tishomingo County,29643
"28,143",MS,Tunica County,26230
"28,145",MS,Union County,33936
"28,147",MS,Walthall County,23620
"28,149",MS,Warren County,35569
"28,151",MS,Washington County,24813
"28,153",MS,Wayne County,26692
"28,155",MS,Webster County,28259
"28,157",MS,Wilkinson County,21321
"28,159",MS,Winston County,27884
"28,161",MS,Yalobusha County,28414
"28,163",MS,Yazoo County,24978
"29,1",MO,Adair County,28651
"29,3",MO,Andrew County,43337
"29,5",MO,Atchison County,33091
"29,7",MO,Audrain County,32681
"29,9",MO,Barry County,30767
"29,11",MO,Barton County,32297
"29,13",MO,Bates County,34163
"29,15",MO,Benton County,28074
"29,17",MO,Bollinger County,32387
"29,19",MO,Boone County,40084
"29,21",MO,Buchanan County,35762
"29,23",MO,Butler County,29012
"29,25",MO,Caldwell County,34813
"29,27",MO,Callaway County,39370
"29,29",MO,Camden County,36833
"29,31",MO,Cape Girardeau County,38991
"29,33",MO,Carroll County,32438
"29,35",MO,Carter County,25314
"29,37",MO,Cass County,51711
"29,39",MO,Cedar County,27717
"29,41",MO,Chariton County,33734
"29,43",MO,Christian County,42643
"29,45",MO,Clark County,32458
"29,47",MO,Clay County,53657
"29,49",MO,Clinton County,44539
"29,51",MO,Cole County,46892
"29,53",MO,Cooper County,36023
"29,55",MO,Crawford County,32375
"29,57",MO,Dade County,31295
"29,59",MO,Dallas County,29237
"29,61",MO,Daviess County,32518
"29,63",MO,DeKalb County,31850
"29,65",MO,Dent County,27811
"29,67",MO,Douglas County,26804
"29,69",MO,Dunklin County,27198
"29,71",MO,Franklin County,45501
"29,73",MO,Gasconade County,36058
"29,75",MO,Gentry County,30722
"29,77",MO,Greene County,36046
"29,79",MO,Grundy County,28852
"29,81",MO,Harrison County,29065
"29,83",MO,Henry County,32855
"29,85",MO,Hickory County,25851
"29,87",MO,Holt County,31652
"29,89",MO,Howard County,31938
"29,91",MO,Howell County,27815
"29,93",MO,Iron County,27605
"29,95",MO,Jackson County,42167
"29,97",MO,Jasper County,32487
"29,99",MO,Jefferson County,49903
"29,101",MO,Johnson County,37791
"29,103",MO,Knox County,29281
"29,105",MO,Laclede County,31551
"29,107",MO,Lafayette County,38886
"29,109",MO,Lawrence County,31941
"29,111",MO,Lewis County,32755
"29,113",MO,Lincoln County,46968
"29,115",MO,Linn County,29924
"29,117",MO,Livingston County,32894
"29,119",MO,McDonald County,28480
"29,121",MO,Macon County,32516
"29,123",MO,Madison County,28158
"29,125",MO,Maries County,32829
"29,127",MO,Marion County,33723
"29,129",MO,Mercer County,28670
"29,131",MO,Miller County,31343
"29,133",MO,Mississippi County,25282
"29,135",MO,Moniteau County,36829
"29,137",MO,Monroe County,32791
"29,139",MO,Montgomery County,34751
"29,141",MO,Morgan County,31109
"29,143",MO,New Madrid County,28984
"29,145",MO,Newton County,35215
"29,147",MO,Nodaway County,34075
"29,149",MO,Oregon County,24287
"29,151",MO,Osage County,40744
"29,153",MO,Ozark County,25784
"29,155",MO,Pemiscot County,24135
"29,157",MO,Perry County,38209
"29,159",MO,Pettis County,33669
"29,161",MO,Phelps County,32436
"29,163",MO,Pike County,33188
"29,165",MO,Platte County,60117
"29,167",MO,Polk County,31402
"29,169",MO,Pulaski County,37764
"29,171",MO,Putnam County,28019
"29,173",MO,Ralls County,38619
"29,175",MO,Randolph County,32205
"29,177",MO,Ray County,44099
"29,179",MO,Reynolds County,25782
"29,181",MO,Ripley County,25295
"29,183",MO,St. Charles County,63251
"29,185",MO,St. Clair County,26520
"29,186",MO,Ste. Genevieve County,42377
"29,187",MO,St. Francois County,32531
"29,189",MO,St. Louis County,51453
"29,195",MO,Saline County,32547
"29,197",MO,Schuyler County,28910
"29,199",MO,Scotland County,29132
"29,201",MO,Scott County,33051
"29,203",MO,Shannon County,22025
"29,205",MO,Shelby County,31097
"29,207",MO,Stoddard County,30202
"29,209",MO,Stone County,33808
"29,211",MO,Sullivan County,26791
"29,213",MO,Taney County,31065
"29,215",MO,Texas County,26138
"29,217",MO,Vernon County,30476
"29,219",MO,Warren County,44546
"29,221",MO,Washington County,28153
"29,223",MO,Wayne County,24022
"29,225",MO,Webster County,34304
"29,227",MO,Worth County,27817
"29,229",MO,Wright County,25611
"29,510",MO,St. Louis city,28209
"30,1",MT,Beaverhead County,31605
"30,3",MT,Big Horn County,27719
"30,5",MT,Blaine County,25373
"30,7",MT,Broadwater County,33360
"30,9",MT,Carbon County,34499
"30,11",MT,Carter County,26301
"30,13",MT,Cascade County,34546
"30,15",MT,Chouteau County,28774
"30,17",MT,Custer County,31980
"30,19",MT,Daniels County,28081
"30,21",MT,Dawson County,33900
"30,23",MT,Deer Lodge County,28553
"30,25",MT,Fallon County,35354
"30,27",MT,Fergus County,31612
"30,29",MT,Flathead County,37492
"30,31",MT,Gallatin County,40724
