"Table 1: 2004 Poverty and Median Income Estimates - Counties                             Source: U.S. Census Bureau, Small Area Estimates Branch                              Release date: 12.20.2006",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
0,0,US,United States,37039804,36359662,37719946,12.7,12.5,13,13041492,12694086,13388898,17.8,17.3,18.3,8430886,8142299,8719473,16.2,15.6,16.7,44334,44012,44656,4123715,3917910,4329520,20.5,19.5,21.5
1,0,AL,Alabama,717483,675992,758974,16.1,15.1,17,245017,226152,263881,22.6,20.9,24.4,160787,143834,177740,20.7,18.5,22.9,37062,35614,38510,77330,68732,85928,26.2,23.3,29.1
1,1,AL,Autauga County,5627,4340,6914,11.6,8.9,14.3,2041,1518,2565,16.3,12.1,20.5,1328,938,1718,14.4,10.2,18.6,45379,42625,48310,,,,,,
1,3,AL,Baldwin County,16089,12434,19744,10,7.7,12.3,5415,4019,6812,14.9,11.1,18.8,3521,2484,4558,13.3,9.4,17.3,42227,39726,44886,,,,,,
1,5,AL,Barbour County,6109,4685,7533,23.9,18.3,29.4,2024,1494,2555,31.1,22.9,39.2,1329,931,1727,28,19.6,36.4,26495,24830,28272,,,,,,
1,7,AL,Bibb County,3476,2678,4274,17.1,13.2,21,1211,895,1527,23.8,17.6,30,824,578,1070,22.2,15.5,28.8,34055,31970,36276,,,,,,
1,9,AL,Blount County,6844,5279,8408,12.4,9.5,15.2,2207,1635,2780,16.9,12.6,21.3,1534,1082,1986,16.1,11.4,20.9,38643,36296,41142,,,,,,
1,11,AL,Bullock County,2887,2110,3664,30.3,22.1,38.4,910,645,1175,35,24.8,45.2,658,442,874,35.7,23.9,47.4,20485,19069,22006,,,,,,
1,13,AL,Butler County,4310,3309,5310,21,16.1,25.8,1502,1112,1891,29.8,22,37.5,1007,707,1307,27.9,19.6,36.2,27244,25560,29040,,,,,,
1,15,AL,Calhoun County,18663,14547,22778,16.9,13.2,20.7,6171,4629,7713,24.6,18.4,30.7,3954,2822,5086,22.4,16,28.8,34813,32768,36984,,,,,,
1,17,AL,Chambers County,6030,4638,7422,17.2,13.2,21.2,2011,1493,2529,24,17.8,30.2,1329,935,1723,21.7,15.3,28.2,30573,28688,32582,,,,,,
1,19,AL,Cherokee County,3914,3006,4823,16.1,12.4,19.9,1229,909,1550,23.8,17.6,30,837,587,1087,22,15.5,28.6,33564,31512,35751,,,,,,
1,21,AL,Chilton County,6137,4739,7535,14.8,11.4,18.2,2232,1654,2809,22.4,16.6,28.2,1504,1058,1950,20.9,14.7,27.1,35507,33351,37803,,,,,,
1,23,AL,Choctaw County,2968,2265,3671,20.2,15.4,25,975,713,1236,27.9,20.4,35.4,658,457,859,25.8,17.9,33.7,27690,25897,29606,,,,,,
1,25,AL,Clarke County,5633,4374,6891,20.9,16.2,25.5,2050,1532,2567,28.8,21.6,36.1,1371,975,1767,26.5,18.9,34.2,28776,27036,30628,,,,,,
1,27,AL,Clay County,1913,1464,2362,13.9,10.6,17.2,597,438,756,20,14.7,25.3,396,275,517,17.9,12.5,23.4,31194,29275,33240,,,,,,
1,29,AL,Cleburne County,2116,1631,2601,14.7,11.3,18.1,670,496,845,20.9,15.5,26.3,461,324,598,19.3,13.6,25,34128,32050,36340,,,,,,
1,31,AL,Coffee County,6374,4903,7846,14.2,10.9,17.5,2237,1659,2815,21.2,15.7,26.7,1494,1051,1937,19.6,13.8,25.4,37066,34813,39464,,,,,,
1,33,AL,Colbert County,7963,6174,9752,14.7,11.4,18,2471,1844,3097,20.8,15.5,26,1752,1232,2272,19.7,13.9,25.6,34575,32491,36791,,,,,,
1,35,AL,Conecuh County,3044,2333,3755,23.1,17.7,28.5,1060,783,1337,33.4,24.7,42.1,714,500,928,31,21.7,40.2,24334,22769,26006,,,,,,
1,37,AL,Coosa County,1553,1202,1903,14,10.8,17.1,513,382,645,20.9,15.6,26.3,369,261,477,20.1,14.2,25.9,30173,28340,32124,,,,,,
1,39,AL,Covington County,6834,5255,8413,18.7,14.3,23,2209,1638,2780,26.9,19.9,33.9,1472,1035,1909,24.8,17.4,32.1,29237,27438,31154,,,,,,
1,41,AL,Crenshaw County,2527,1939,3115,18.6,14.3,22.9,840,622,1059,26.6,19.7,33.6,559,392,726,24.9,17.5,32.3,28909,27119,30817,,,,,,
1,43,AL,Cullman County,10883,8352,13413,13.8,10.6,16.9,3485,2574,4396,19.4,14.3,24.5,2334,1636,3032,18,12.6,23.3,35150,33009,37430,,,,,,
1,45,AL,Dale County,7884,6060,9709,16.7,12.8,20.6,3008,2223,3794,23.5,17.4,29.6,2009,1405,2613,22.5,15.7,29.3,34065,31991,36273,,,,,,
1,47,AL,Dallas County,12053,9380,14726,27.4,21.3,33.4,4566,3414,5717,37.5,28.1,47,3039,2165,3913,36,25.7,46.4,24949,23461,26531,,,,,,
1,49,AL,DeKalb County,10523,8075,12972,15.8,12.1,19.4,3601,2659,4543,22.4,16.5,28.2,2395,1677,3113,21.2,14.8,27.5,32286,30311,34389,,,,,,
1,51,AL,Elmore County,8516,6592,10441,12.5,9.7,15.3,3008,2246,3770,17.1,12.8,21.4,2039,1449,2629,16.1,11.4,20.8,43645,41039,46416,,,,,,
1,53,AL,Escambia County,7243,5563,8923,20.1,15.4,24.7,2290,1699,2881,26.3,19.5,33.1,1521,1070,1972,24.6,17.3,31.9,29330,27520,31259,,,,,,
1,55,AL,Etowah County,16432,12633,20230,16.1,12.4,19.9,5590,4149,7031,24,17.8,30.2,3647,2566,4728,21.9,15.4,28.5,32727,30734,34850,,,,,,
1,57,AL,Fayette County,3133,2430,3835,17.4,13.5,21.3,986,735,1237,24.6,18.3,30.8,688,488,888,23.4,16.6,30.3,30595,28751,32556,,,,,,
1,59,AL,Franklin County,5427,4173,6681,17.8,13.7,21.9,1825,1353,2296,25.3,18.8,31.8,1233,867,1599,24.4,17.2,31.6,29234,27424,31163,,,,,,
1,61,AL,Geneva County,4631,3558,5705,18.1,13.9,22.3,1533,1136,1930,27.4,20.3,34.5,1035,727,1343,25.5,17.9,33,28787,27013,30678,,,,,,
1,63,AL,Greene County,2544,1940,3148,26.5,20.2,32.8,897,657,1137,34.7,25.4,44,616,428,804,32.9,22.8,43,22439,20989,23990,,,,,,
1,65,AL,Hale County,3770,2885,4655,22,16.8,27.1,1329,982,1677,28.7,21.2,36.3,887,622,1152,25.8,18.1,33.5,26841,25171,28622,,,,,,
1,67,AL,Henry County,2825,2169,3482,17.1,13.2,21.1,938,694,1181,25.1,18.6,31.7,626,439,813,23.8,16.7,30.9,32441,30463,34547,,,,,,
1,69,AL,Houston County,14749,11338,18161,15.8,12.1,19.5,5456,4052,6861,23.5,17.5,29.6,3563,2508,4618,21.8,15.3,28.3,36616,34385,38993,,,,,,
1,71,AL,Jackson County,8161,6276,10047,15.3,11.8,18.9,2721,2013,3429,22.6,16.8,28.5,1822,1278,2366,20.9,14.6,27.1,33733,31673,35927,,,,,,
1,73,AL,Jefferson County,99413,78123,120703,15.4,12.1,18.7,32300,24340,40260,20.7,15.6,25.8,20434,14686,26182,18.6,13.4,23.8,38520,36409,40753,,,,,,
1,75,AL,Lamar County,2492,1913,3070,16.8,12.9,20.7,760,561,959,23.8,17.6,30.1,500,350,650,21.3,14.9,27.7,29337,27505,31291,,,,,,
1,77,AL,Lauderdale County,13988,10894,17082,16.2,12.6,19.8,4303,3226,5379,23.2,17.4,29,2869,2046,3692,21.2,15.1,27.3,35166,33081,37384,,,,,,
1,79,AL,Lawrence County,5067,3925,6209,14.7,11.4,18,1619,1208,2030,20,14.9,25,1143,805,1481,19,13.3,24.6,34998,32878,37255,,,,,,
1,81,AL,Lee County,19031,14524,23537,16,12.2,19.8,4747,3522,5972,18.2,13.5,22.9,3088,2173,4003,16.3,11.5,21.2,34660,32447,37023,,,,,,
1,83,AL,Limestone County,8657,6688,10626,12.7,9.8,15.6,2887,2144,3631,17.8,13.2,22.4,1891,1331,2451,15.9,11.2,20.6,41830,39287,44536,,,,,,
1,85,AL,Lowndes County,3332,2557,4107,25.5,19.6,31.4,1233,909,1558,34.5,25.4,43.6,817,571,1063,32.2,22.5,41.9,24967,23412,26626,,,,,,
1,87,AL,Macon County,5786,4407,7165,28.3,21.6,35.1,1834,1343,2324,35.8,26.2,45.4,1202,835,1569,31.5,21.9,41.2,23378,21866,24996,,,,,,
1,89,AL,Madison County,34058,26615,41500,11.7,9.1,14.2,11657,8755,14558,16.4,12.3,20.5,7526,5385,9667,14.4,10.3,18.5,49441,46606,52448,,,,,,
1,91,AL,Marengo County,4637,3586,5687,21.3,16.5,26.1,1676,1248,2104,28.9,21.5,36.3,1151,814,1488,27.3,19.3,35.3,29138,27372,31017,,,,,,
1,93,AL,Marion County,5237,4017,6457,17.9,13.7,22,1614,1191,2036,25.2,18.6,31.8,1089,764,1414,23.6,16.6,30.7,28781,27001,30679,,,,,,
1,95,AL,Marshall County,13378,10409,16347,15.8,12.3,19.2,4682,3496,5868,22.3,16.6,27.9,2942,2091,3793,20.5,14.5,26.4,34855,32796,37044,,,,,,
1,97,AL,Mobile County,79110,61824,96396,20,15.6,24.4,30321,22790,37851,29,21.8,36.2,19641,14060,25222,26.4,18.9,33.9,33191,31256,35246,,,,,,
1,99,AL,Monroe County,4366,3351,5381,18.5,14.2,22.8,1542,1138,1946,25,18.5,31.6,1060,741,1379,23.3,16.3,30.3,30228,28370,32207,,,,,,
1,101,AL,Montgomery County,40905,31883,49927,19.4,15.1,23.7,15468,11605,19332,27.7,20.8,34.6,10142,7241,13043,26.2,18.7,33.7,35680,33567,37926,,,,,,
1,103,AL,Morgan County,15741,12267,19216,14,10.9,17.1,5478,4106,6851,20.2,15.2,25.3,3508,2502,4514,17.9,12.8,23.1,40978,38587,43516,,,,,,
1,105,AL,Perry County,3285,2509,4061,30.4,23.2,37.6,1296,947,1645,40.1,29.3,50.9,904,625,1183,40.7,28.2,53.3,21640,20267,23105,,,,,,
1,107,AL,Pickens County,4161,3240,5083,20.8,16.2,25.4,1431,1067,1795,28.3,21.1,35.5,1006,714,1298,27.3,19.4,35.3,27737,26099,29476,,,,,,
1,109,AL,Pike County,6155,4727,7583,21.4,16.4,26.3,2036,1508,2564,29.7,22,37.4,1341,942,1740,28.3,19.8,36.7,28077,26330,29939,,,,,,
1,111,AL,Randolph County,3575,2764,4386,16.1,12.5,19.8,1250,930,1569,23.3,17.3,29.2,863,610,1116,21.8,15.4,28.2,30973,29093,32974,,,,,,
1,113,AL,Russell County,9455,7268,11643,19.4,14.9,23.9,3461,2568,4354,28.1,20.8,35.3,2251,1583,2919,24.6,17.3,31.9,29680,27856,31623,,,,,,
1,115,AL,St. Clair County,9264,7180,11347,13.1,10.2,16.1,3112,2322,3902,18.6,13.9,23.3,2122,1507,2737,17.2,12.2,22.2,41086,38615,43714,,,,,,
1,117,AL,Shelby County,11854,9207,14501,7,5.4,8.5,3941,2895,4986,9.2,6.7,11.6,2680,1868,3492,8.9,6.2,11.6,61972,58300,65875,,,,,,
1,119,AL,Sumter County,3858,2941,4776,28.3,21.6,35.1,1346,987,1704,36.9,27.1,46.8,907,630,1184,33.7,23.4,44,21189,19790,22688,,,,,,
1,121,AL,Talladega County,13778,10603,16954,17.8,13.7,21.9,4698,3490,5906,25.2,18.7,31.6,3091,2177,4005,23.3,16.4,30.1,34418,32281,36697,,,,,,
1,123,AL,Tallapoosa County,6763,5201,8324,17.1,13.1,21,2276,1689,2864,24.8,18.4,31.2,1496,1053,1939,22.1,15.6,28.7,31464,29526,33528,,,,,,
1,125,AL,Tuscaloosa County,27862,21749,33974,17.2,13.5,21,8738,6568,10908,23.2,17.5,29,5636,4033,7239,21.3,15.3,27.4,36598,34464,38865,,,,,,
1,127,AL,Walker County,11206,8707,13706,16.2,12.6,19.8,3523,2637,4410,22.5,16.8,28.2,2240,1594,2886,20,14.2,25.8,32634,30653,34742,,,,,,
1,129,AL,Washington County,3214,2469,3959,18.1,13.9,22.3,1140,845,1435,25,18.5,31.5,775,545,1005,22.6,15.9,29.3,32147,30160,34265,,,,,,
1,131,AL,Wilcox County,3904,2981,4827,30.4,23.2,37.6,1493,1093,1893,39.4,28.8,49.9,1037,719,1355,38.7,26.8,50.6,19682,18358,21103,,,,,,
1,133,AL,Winston County,4168,3200,5136,17.2,13.2,21.2,1345,996,1695,25.2,18.6,31.7,910,639,1181,22.8,16,29.6,28764,26974,30674,,,,,,
2,0,AK,Alaska,64660,58937,70382,10,9.1,10.8,24243,21287,27199,12.9,11.3,14.5,14841,12221,17461,11,9.1,13,52141,50454,53827,7493,6109,8877,14.9,12.2,17.7
2,13,AK,Aleutians East Borough,346,239,453,12.7,8.8,16.6,42,29,55,12.6,8.7,16.5,24,15,33,10,6.4,13.6,39828,36948,42932,,,,,,
2,16,AK,Aleutians West Census Area,392,280,504,7.4,5.3,9.5,55,37,74,8,5.3,10.7,30,18,42,5.6,3.4,7.7,50670,47147,54455,,,,,,
2,20,AK,Anchorage Borough,23766,18688,28843,8.9,7,10.7,8617,6427,10807,11.2,8.3,14,5223,3636,6810,9.5,6.6,12.4,56604,53967,59370,,,,,,
2,50,AK,Bethel Census Area,3481,2619,4343,20.7,15.6,25.8,1760,1265,2254,26.2,18.9,33.6,1102,735,1469,24.5,16.4,32.7,36057,33639,38649,,,,,,
2,60,AK,Bristol Bay Borough,85,63,107,7.6,5.7,9.5,27,19,35,9.4,6.6,12.2,18,11,25,8.3,5.3,11.3,57963,54208,61978,,,,,,
2,68,AK,Denali Borough,109,81,137,6,4.4,7.5,26,17,34,6.4,4.3,8.5,17,11,23,6.1,3.8,8.4,55983,52309,59916,,,,,,
2,70,AK,Dillingham Census Area,863,653,1074,17.6,13.3,21.9,391,281,500,22.7,16.3,29,252,168,336,19.4,12.9,25.9,40449,37904,43164,,,,,,
2,90,AK,Fairbanks North Star Borough,6700,5189,8210,8,6.2,9.8,2389,1759,3019,9.4,6.9,11.9,1436,984,1888,8.2,5.7,10.8,53085,50121,56224,,,,,,
2,100,AK,Haines Borough,245,185,304,10.7,8.1,13.3,70,50,89,15.4,11,19.7,45,30,60,12.5,8.3,16.8,40150,37537,42946,,,,,,
2,110,AK,Juneau Borough,2295,1761,2829,7.5,5.8,9.3,748,544,951,9.7,7.1,12.4,447,303,591,8,5.4,10.5,60195,56573,64050,,,,,,
2,122,AK,Kenai Peninsula Borough,4912,3788,6036,9.7,7.5,11.9,1658,1216,2100,12.4,9.1,15.7,1009,688,1330,10,6.8,13.1,48474,45644,51480,,,,,,
2,130,AK,Ketchikan Gateway Borough,1102,842,1362,8.4,6.4,10.4,373,271,475,10.8,7.8,13.7,249,166,332,9.7,6.5,13,51328,48185,54676,,,,,,
2,150,AK,Kodiak Island Borough,1106,844,1367,8.5,6.5,10.5,419,304,533,10.6,7.7,13.5,250,168,332,8.5,5.7,11.3,52734,49229,56490,,,,,,
2,164,AK,Lake and Peninsula Borough,260,195,324,16.6,12.4,20.7,115,82,148,22.7,16.2,29.3,74,49,99,18.6,12.2,25,31869,29650,34255,,,,,,
2,170,AK,Matanuska-Susitna Borough,7753,5998,9508,10.3,8,12.7,2776,2044,3509,13.4,9.8,16.9,1645,1127,2163,10.5,7.2,13.8,56084,52765,59613,,,,,,
2,180,AK,Nome Census Area,1664,1258,2070,18.2,13.7,22.6,762,549,974,22.9,16.5,29.2,479,320,638,20.9,14,27.8,40010,37417,42784,,,,,,
2,185,AK,North Slope Borough,852,651,1054,12.4,9.5,15.3,364,262,465,14.1,10.2,18.1,228,152,304,13.4,8.9,17.9,58761,54995,62785,,,,,,
2,188,AK,Northwest Arctic Borough,1366,1028,1704,18,13.5,22.4,659,470,848,21.7,15.5,28,434,286,582,20.9,13.8,28.1,42226,39321,45345,,,,,,
2,201,AK,Prince of Wales-Outer Ketchikan Census Area,789,592,985,13.9,10.5,17.4,265,190,339,18.3,13.2,23.5,171,114,228,15.2,10.1,20.2,36555,34157,39122,,,,,,
2,220,AK,Sitka Borough,680,515,846,7.7,5.8,9.6,226,162,289,9.9,7.1,12.7,140,93,187,8.6,5.7,11.5,51494,48309,54890,,,,,,
2,232,AK,Skagway-Hoonah-Angoon Census Area,349,264,435,11.2,8.4,13.9,104,74,133,15.6,11.2,20.1,67,44,90,12.7,8.4,17.1,40614,38076,43322,,,,,,
2,240,AK,Southeast Fairbanks Census Area,885,666,1105,13.7,10.3,17.1,366,261,470,19.7,14.1,25.3,216,143,289,15.8,10.5,21.2,44889,42072,47895,,,,,,
2,261,AK,Valdez-Cordova Census Area,887,679,1096,9,6.9,11.1,281,204,358,11,8,14.1,184,123,245,9.4,6.3,12.6,51062,47978,54344,,,,,,
2,270,AK,Wade Hampton Census Area,1959,1459,2459,26,19.3,32.6,1104,787,1421,32.2,22.9,41.4,687,454,920,30.6,20.2,40.9,27077,25058,29259,,,,,,
2,280,AK,Wrangell-Petersburg Census Area,602,462,741,9.7,7.4,11.9,206,150,261,13,9.5,16.5,127,86,168,10.3,7,13.6,46189,43397,49161,,,,,,
2,282,AK,Yakutat Borough,69,51,88,9.8,7.2,12.4,18,12,24,12.8,8.5,17,12,7,17,11.2,6.7,15.7,42353,39596,45301,,,,,,
2,290,AK,Yukon-Koyukuk Census Area,1142,874,1411,18.6,14.3,23,427,308,545,23,16.6,29.4,275,185,365,20.3,13.6,26.9,30930,29044,32938,,,,,,
4,0,AZ,Arizona,853587,795925,911249,14.6,13.6,15.6,338384,306966,369802,21.5,19.5,23.5,214962,187998,241926,19.8,17.3,22.2,43696,42282,45110,112042,96304,127781,24.5,21.1,28
4,1,AZ,Apache County,20387,15479,25296,29.8,22.7,37,9244,6668,11820,37.9,27.3,48.4,6418,4360,8476,36.4,24.8,48.1,26592,24875,28427,,,,,,
4,3,AZ,Cochise County,20661,16041,25281,17.1,13.3,21,8298,6172,10424,26.1,19.4,32.8,5341,3765,6917,23.8,16.8,30.8,36585,34388,38922,,,,,,
4,5,AZ,Coconino County,19990,15287,24693,16.5,12.6,20.4,7864,5786,9942,23.4,17.2,29.6,5204,3616,6792,22.3,15.5,29.1,40040,37602,42636,,,,,,
4,7,AZ,Gila County,9231,7053,11410,18.2,13.9,22.5,3646,2673,4619,29.2,21.4,37,2452,1698,3206,27.9,19.3,36.4,33412,31325,35638,,,,,,
4,9,AZ,Graham County,6631,5008,8254,22.3,16.8,27.7,2611,1884,3338,28.4,20.5,36.3,1858,1262,2454,27,18.4,35.7,31387,29332,33586,,,,,,
4,11,AZ,Greenlee County,932,705,1159,12.5,9.4,15.5,370,267,472,17.2,12.5,22,254,173,335,15.2,10.4,20,43095,40302,46081,,,,,,
4,12,AZ,La Paz County,3774,2805,4743,18.9,14,23.7,1123,816,1429,28.2,20.5,35.8,786,539,1033,27.8,19.1,36.6,26722,24972,28595,,,,,,
4,13,AZ,Maricopa County,479545,382935,576155,13.3,10.6,16,191837,146294,237381,19.3,14.7,23.9,118840,86448,151232,17.5,12.8,22.3,48304,46215,50488,,,,,,
4,15,AZ,Mohave County,28500,21944,35057,15.4,11.8,18.9,10721,7894,13548,25.7,18.9,32.5,7063,4927,9199,23.6,16.5,30.7,34126,32013,36378,,,,,,
4,17,AZ,Navajo County,25228,19444,31012,23.7,18.3,29.2,11137,8170,14104,31.9,23.4,40.4,7586,5262,9910,29.9,20.7,39,31554,29580,33659,,,,,,
4,19,AZ,Pima County,141318,111082,171553,15.6,12.3,18.9,52687,39656,65719,23.5,17.7,29.3,34039,24350,43728,21.7,15.5,27.9,38687,36612,40879,,,,,,
4,21,AZ,Pinal County,32345,24952,39738,15.1,11.6,18.5,12194,9029,15360,21.6,16,27.2,8348,5856,10840,20.8,14.6,27.1,40255,37622,43071,,,,,,
4,23,AZ,Santa Cruz County,7990,6061,9920,19.1,14.5,23.7,3875,2801,4949,28.7,20.7,36.6,2419,1655,3183,25.7,17.6,33.8,32901,30837,35103,,,,,,
4,25,AZ,Yavapai County,24640,19099,30182,12.6,9.8,15.5,7828,5813,9842,19.8,14.7,25,5198,3657,6739,18,12.7,23.4,37309,35099,39658,,,,,,
4,27,AZ,Yuma County,32413,24796,40031,18.4,14.1,22.7,14949,10792,19105,28.2,20.3,36,9156,6249,12063,25.2,17.2,33.2,34230,32105,36495,,,,,,
5,0,AR,Arkansas,424576,397276,451876,15.6,14.6,16.6,153124,140227,166022,22.7,20.8,24.6,95393,84071,106715,20,17.6,22.4,35295,33830,36759,51948,45964,57933,28.1,24.9,31.3
5,1,AR,Arkansas County,3325,2570,4080,16.8,13,20.6,1193,888,1498,24.9,18.6,31.3,742,524,960,21.7,15.3,28.1,33764,31736,35922,,,,,,
5,3,AR,Ashley County,4143,3177,5110,18,13.8,22.2,1560,1153,1967,26.9,19.9,33.9,1004,700,1308,23.6,16.5,30.8,33039,31003,35208,,,,,,
5,5,AR,Baxter County,5339,4082,6597,13.4,10.2,16.5,1612,1180,2044,22.3,16.3,28.3,1026,711,1341,19.1,13.2,24.9,31300,29385,33340,,,,,,
5,7,AR,Benton County,17691,13779,21604,9.5,7.4,11.6,6559,4901,8218,13.4,10,16.8,4183,2964,5402,12.1,8.6,15.6,47431,44643,50394,,,,,,
5,9,AR,Boone County,5097,3937,6257,14.4,11.1,17.6,1706,1269,2144,21.2,15.8,26.7,1068,751,1385,18.5,13,23.9,32721,30739,34830,,,,,,
5,11,AR,Bradley County,2427,1854,3001,20.4,15.6,25.2,781,575,987,28.7,21.2,36.3,491,342,640,25.6,17.8,33.4,27661,25931,29505,,,,,,
5,13,AR,Calhoun County,811,618,1003,14.8,11.2,18.3,255,188,322,20.5,15.1,25.9,173,120,226,18.7,13,24.5,30618,28718,32643,,,,,,
5,15,AR,Carroll County,3836,2929,4742,14.3,10.9,17.6,1330,977,1683,21.5,15.8,27.2,876,608,1144,20.1,13.9,26.3,29437,27623,31371,,,,,,
5,17,AR,Chicot County,3469,2669,4268,28,21.6,34.5,1234,914,1554,38.2,28.3,48.1,806,564,1048,34.3,24,44.6,22319,20906,23827,,,,,,
5,19,AR,Clark County,3600,2771,4429,17.1,13.1,21,1015,755,1275,21.5,16,27,648,456,840,19.5,13.7,25.2,30681,28798,32686,,,,,,
5,21,AR,Clay County,2674,2070,3278,16.2,12.6,19.9,854,636,1072,23.3,17.4,29.3,536,378,694,19.9,14.1,25.8,28389,26648,30244,,,,,,
5,23,AR,Cleburne County,3458,2666,4250,13.7,10.6,16.8,1086,806,1365,21.9,16.2,27.5,690,485,895,18.6,13.1,24.2,33053,31055,35181,,,,,,
5,25,AR,Cleveland County,1288,984,1592,14.4,11,17.8,449,330,567,21.2,15.6,26.9,287,199,375,18.4,12.8,24,36335,34109,38707,,,,,,
5,27,AR,Columbia County,4685,3602,5767,19.8,15.2,24.3,1594,1177,2012,28.5,21.1,36,995,694,1296,24.8,17.3,32.4,30193,28325,32183,,,,,,
5,29,AR,Conway County,3319,2547,4091,16.1,12.4,19.9,1174,869,1479,23.9,17.7,30.1,745,521,969,21.1,14.7,27.4,32865,30862,34998,,,,,,
5,31,AR,Craighead County,13126,10201,16051,15.4,12,18.9,4569,3416,5721,22,16.5,27.6,2876,2037,3715,20,14.1,25.8,35418,33320,37648,,,,,,
5,33,AR,Crawford County,8244,6377,10112,14.3,11.1,17.6,3322,2475,4169,22.2,16.6,27.9,2069,1459,2679,18.9,13.3,24.5,36527,34324,38871,,,,,,
5,35,AR,Crittenden County,11303,8721,13885,21.9,16.9,27,4703,3495,5912,30.2,22.4,38,2951,2074,3828,26.9,18.9,34.9,31381,29486,33398,,,,,,
5,37,AR,Cross County,3605,2790,4421,18.9,14.6,23.2,1373,1021,1725,28,20.8,35.1,866,609,1123,24,16.9,31.2,30771,28917,32744,,,,,,
5,39,AR,Dallas County,1505,1151,1859,18.5,14.2,22.9,531,392,671,26.9,19.8,34,346,241,451,24.7,17.2,32.2,27876,26129,29739,,,,,,
5,41,AR,Desha County,3332,2545,4120,23.3,17.8,28.8,1274,935,1613,33.1,24.3,41.9,823,569,1077,30.6,21.1,40,25470,23859,27189,,,,,,
5,43,AR,Drew County,3403,2623,4182,18.7,14.4,23,1164,864,1464,26.8,19.9,33.7,738,518,958,23.3,16.3,30.2,30282,28437,32247,,,,,,
5,45,AR,Faulkner County,11844,9189,14499,12.8,9.9,15.6,3750,2792,4707,16.2,12.1,20.4,2359,1663,3055,14.4,10.2,18.7,41297,38845,43903,,,,,,
5,47,AR,Franklin County,2823,2184,3462,15.6,12.1,19.2,961,715,1206,22.6,16.8,28.4,601,423,779,19.7,13.9,25.6,33400,31390,35539,,,,,,
5,49,AR,Fulton County,2091,1607,2576,17.6,13.5,21.7,632,467,796,26.2,19.4,33,401,280,522,22.1,15.4,28.8,27239,25571,29016,,,,,,
5,51,AR,Garland County,14276,11086,17467,15.5,12,18.9,4951,3700,6202,25.4,19,31.8,3030,2145,3915,21.9,15.5,28.3,32687,30747,34748,,,,,,
5,53,AR,Grant County,1902,1458,2347,11,8.5,13.6,646,477,815,16.4,12.1,20.6,413,288,538,13.6,9.5,17.7,40777,38310,43403,,,,,,
5,55,AR,Greene County,5960,4607,7313,15.3,11.8,18.7,2058,1528,2589,21.5,15.9,27,1256,882,1630,18.5,13,24,34011,31953,36202,,,,,,
5,57,AR,Hempstead County,4362,3345,5378,18.8,14.4,23.2,1655,1221,2089,27.6,20.4,34.9,1062,740,1384,24.5,17.1,31.9,28521,26747,30411,,,,,,
5,59,AR,Hot Spring County,4594,3526,5663,14.9,11.4,18.4,1606,1189,2024,22.1,16.4,27.9,1018,712,1324,19.1,13.4,24.9,33710,31651,35903,,,,,,
5,61,AR,Howard County,2162,1657,2666,15.1,11.6,18.7,793,586,1001,21.4,15.8,27,510,356,664,19.6,13.7,25.5,29555,27726,31505,,,,,,
5,63,AR,Independence County,5018,3845,6190,14.7,11.3,18.2,1749,1285,2213,22,16.1,27.8,1070,743,1397,19,13.2,24.8,33823,31757,36024,,,,,,
5,65,AR,Izard County,2226,1701,2751,17.5,13.4,21.7,679,501,857,25.6,18.9,32.4,442,308,576,22.9,15.9,29.8,27309,25615,29114,,,,,,
5,67,AR,Jackson County,3281,2523,4039,21,16.2,25.9,1049,778,1319,28.3,21,35.6,648,455,841,24.7,17.3,32,26579,24929,28340,,,,,,
5,69,AR,Jefferson County,15656,12081,19230,20.4,15.8,25.1,5482,4067,6897,26.8,19.9,33.7,3367,2363,4371,23.4,16.4,30.4,32188,30237,34266,,,,,,
5,71,AR,Johnson County,3857,2987,4728,16.4,12.7,20.1,1417,1054,1780,23.9,17.8,30,889,625,1153,21.9,15.4,28.5,30192,28372,32129,,,,,,
