Table with column headers in row 3,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
"Table 1: 2006 Poverty and Median Income Estimates - Counties                             Source: U.S. Census Bureau, Small Area Estimates Branch                              Release date: 12.2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
00,0,US,United States,38757253,38535015,38979491,13.3,13.2,13.4,13285569,13170950,13400188,18.3,18.2,18.5,8700048,8613863,8786233,16.7,16.6,16.9,48451,48369,48533,4211345,4166465,4256225,21,20.8,21.2
01,0,AL,Alabama,743556,730298,756815,16.6,16.3,16.9,253314,246023,260606,23.1,22.4,23.8,171004,164556,177452,21.5,20.7,22.3,38811,38320,39302,77388,74009,80767,26.3,25.1,27.4
01,1,AL,Autauga County,6152,5049,7254,12.5,10.2,14.7,2115,1708,2522,16.5,13.3,19.6,1444,1142,1746,15.2,12,18.4,46491,43547,49435, , , , , , 
01,3,AL,Baldwin County,18269,15406,21132,11,9.2,12.7,5895,4819,6972,15.7,12.9,18.6,3941,3123,4759,14.3,11.3,17.3,45493,42921,48065, , , , , , 
01,5,AL,Barbour County,7247,6151,8342,28.7,24.4,33.1,2224,1819,2630,34,27.8,40.2,1606,1286,1926,33.1,26.5,39.7,28692,26408,30977, , , , , , 
01,7,AL,Bibb County,3791,2993,4588,18.8,14.8,22.7,1259,994,1525,24.9,19.7,30.2,870,671,1069,23.3,18,28.6,36794,33460,40129, , , , , , 
01,9,AL,Blount County,7118,5742,8494,12.8,10.3,15.2,2323,1859,2787,17.6,14.1,21.1,1591,1245,1937,16.3,12.8,19.9,41494,38297,44692, , , , , , 
01,11,AL,Bullock County,3074,2435,3712,32.9,26.1,39.8,1011,800,1221,38.2,30.2,46.1,698,545,851,36.7,28.7,44.8,23095,20956,25234, , , , , , 
01,13,AL,Butler County,4602,3690,5513,22.8,18.3,27.3,1551,1232,1871,31.2,24.8,37.7,1098,852,1344,30.2,23.4,36.9,29158,26831,31484, , , , , , 
01,15,AL,Calhoun County,19388,16803,21973,17.6,15.2,19.9,6899,5813,7985,26.8,22.6,31,4686,3859,5513,25.6,21.1,30.1,36684,34119,39249, , , , , , 
01,17,AL,Chambers County,6314,5162,7465,18.3,14.9,21.6,2160,1751,2569,26,21,30.9,1481,1182,1780,24,19.2,28.9,32014,29360,34668, , , , , , 
01,19,AL,Cherokee County,4431,3557,5304,18.1,14.5,21.7,1354,1075,1633,26,20.6,31.3,939,730,1148,24.3,18.9,29.7,37097,34362,39832, , , , , , 
01,21,AL,Chilton County,7871,6447,9295,19,15.5,22.4,2654,2167,3140,26.4,21.5,31.2,1782,1437,2127,24.3,19.6,29,36717,33810,39623, , , , , , 
01,23,AL,Choctaw County,3410,2685,4134,23.5,18.5,28.5,1052,832,1271,30.7,24.3,37.1,751,583,919,29.4,22.8,36,28730,26088,31372, , , , , , 
01,25,AL,Clarke County,6862,5632,8091,25.6,21,30.1,2230,1792,2668,31.8,25.5,38,1629,1290,1968,31,24.6,37.5,29659,27100,32219, , , , , , 
01,27,AL,Clay County,2110,1686,2534,15.6,12.4,18.7,603,478,728,20.5,16.2,24.7,420,324,516,18.8,14.5,23.1,32512,29593,35431, , , , , , 
01,29,AL,Cleburne County,2313,1823,2803,15.9,12.5,19.3,790,621,960,23.9,18.8,29,532,409,655,21.6,16.6,26.6,35119,32171,38067, , , , , , 
01,31,AL,Coffee County,6424,5370,7477,14.2,11.9,16.6,2207,1794,2620,20.7,16.8,24.5,1505,1203,1807,19.4,15.5,23.3,41417,38738,44096, , , , , , 
01,33,AL,Colbert County,7775,6431,9119,14.4,11.9,16.9,2588,2092,3083,21.5,17.4,25.7,1753,1378,2128,19.6,15.4,23.8,36690,34005,39376, , , , , , 
01,35,AL,Conecuh County,3498,2771,4225,26.3,20.9,31.8,1212,965,1458,38.3,30.5,46.1,827,642,1012,34.4,26.7,42.1,25992,23684,28301, , , , , , 
01,37,AL,Coosa County,1826,1456,2196,16.7,13.3,20.1,558,443,674,23.4,18.5,28.2,397,308,486,21.8,16.9,26.7,32424,29616,35231, , , , , , 
01,39,AL,Covington County,6205,5098,7313,16.9,13.9,19.9,2072,1672,2472,25.1,20.2,29.9,1448,1132,1764,24.1,18.9,29.4,30293,28176,32409, , , , , , 
01,41,AL,Crenshaw County,2707,2181,3234,20,16.1,23.9,875,698,1052,27.9,22.3,33.5,613,477,749,27.2,21.2,33.2,30576,27986,33165, , , , , , 
