Table with column headers in row 3,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
"Table 1: 2008 Poverty and Median Income Estimates - Counties                             Source: U.S. Census Bureau, Small Area Estimates Branch                              Release date: 11.2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
00,0,US,United States,39108422,38858742,39358102,13.2,13.1,13.3,13240870,13115296,13366444,18.2,18,18.4,8549526,8469455,8629597,16.5,16.3,16.6,52029,51956,52102,4369698,4311741,4427655,21.2,20.9,21.5
01,0,AL,Alabama,721875,706983,736766,15.9,15.6,16.2,244661,236008,253314,22.1,21.3,22.9,157565,149941,165189,19.8,18.9,20.8,42586,41924,43248,82291,78070,86511,27,25.6,28.4
01,1,AL,Autauga County,5366,4417,6316,10.7,8.8,12.6,1944,1542,2345,14.9,11.8,18,1234,948,1520,12.9,9.9,15.9,51622,48564,54679,,,,,,
01,3,AL,Baldwin County,17110,14523,19696,9.9,8.4,11.4,6071,4919,7223,15.1,12.2,17.9,3961,3164,4758,13.7,10.9,16.4,51957,49195,54720,,,,,,
01,5,AL,Barbour County,6399,5393,7406,24.5,20.7,28.4,2070,1684,2456,31.9,25.9,37.8,1371,1061,1681,28.8,22.3,35.4,30896,27934,33858,,,,,,
01,7,AL,Bibb County,3753,3000,4505,18.5,14.8,22.2,1252,978,1525,25,19.5,30.4,805,613,997,21.8,16.6,27,41076,37938,44214,,,,,,
01,9,AL,Blount County,7461,6097,8824,13.1,10.7,15.5,2349,1857,2841,17.3,13.7,20.9,1535,1187,1883,15.5,12,19,46086,42817,49355,,,,,,
01,11,AL,Bullock County,3074,2452,3695,33.6,26.8,40.4,947,740,1154,38,29.7,46.3,595,452,738,35.2,26.8,43.7,26980,24328,29632,,,,,,
01,13,AL,Butler County,4415,3598,5231,22.3,18.2,26.4,1469,1167,1770,30.9,24.5,37.2,952,741,1163,28.1,21.9,34.3,31449,28470,34428,,,,,,
01,15,AL,Calhoun County,19441,16828,22053,17.6,15.2,19.9,5908,4834,6982,22.9,18.8,27.1,3657,2922,4392,20.1,16,24.1,39997,37472,42522,,,,,,
01,17,AL,Chambers County,6320,5310,7330,18.7,15.7,21.7,2102,1727,2476,26.8,22,31.6,1362,1057,1667,23.4,18.2,28.7,35614,33178,38050,,,,,,
01,19,AL,Cherokee County,4264,3413,5114,17.7,14.1,21.2,1356,1062,1650,26.5,20.8,32.3,871,667,1075,23,17.6,28.4,38028,34613,41443,,,,,,
01,21,AL,Chilton County,7162,5945,8379,17.1,14.2,20,2442,1957,2927,24,19.2,28.8,1596,1252,1940,21.7,17.1,26.4,40292,36674,43911,,,,,,
01,23,AL,Choctaw County,3177,2551,3803,22.9,18.4,27.4,905,710,1101,29.3,23,35.7,588,450,726,25.6,19.6,31.6,30728,27960,33496,,,,,,
01,25,AL,Clarke County,5334,4344,6323,20.6,16.8,24.4,1882,1484,2279,29,22.9,35.1,1270,982,1558,26.1,20.2,32,34101,30886,37316,,,,,,
01,27,AL,Clay County,2288,1843,2733,16.9,13.6,20.2,690,539,840,23.9,18.7,29.1,458,349,567,21.5,16.4,26.7,33032,30197,35867,,,,,,
01,29,AL,Cleburne County,2167,1746,2588,14.8,11.9,17.7,741,581,901,22.3,17.5,27.1,484,370,598,20.2,15.4,24.9,37742,34329,41156,,,,,,
01,31,AL,Coffee County,7139,6136,8142,15.2,13.1,17.4,2587,2123,3052,23,18.9,27.1,1602,1269,1935,19.9,15.7,24,43145,39617,46673,,,,,,
01,33,AL,Colbert County,6861,5688,8034,12.7,10.5,14.9,2396,1881,2911,20.3,16,24.7,1617,1233,2001,18.6,14.1,23,39947,36808,43086,,,,,,
01,35,AL,Conecuh County,3223,2598,3849,24.9,20.1,29.7,1043,819,1267,36,28.2,43.7,709,544,874,33.3,25.5,41,27068,24321,29816,,,,,,
01,37,AL,Coosa County,1677,1357,1997,15.7,12.7,18.6,506,398,614,23.6,18.5,28.6,347,267,427,21.4,16.4,26.3,36050,32754,39346,,,,,,
01,39,AL,Covington County,6852,5721,7983,18.9,15.8,22,2098,1680,2516,25.8,20.6,30.9,1385,1077,1693,23.8,18.5,29.1,33773,31146,36400,,,,,,
01,41,AL,Crenshaw County,2569,2075,3064,18.9,15.3,22.6,832,653,1011,26.5,20.8,32.3,546,420,672,24.2,18.6,29.7,34402,31391,37414,,,,,,
01,43,AL,Cullman County,11909,10050,13769,14.8,12.5,17.2,3600,2883,4318,19.7,15.8,23.6,2346,1828,2864,17.9,13.9,21.8,39276,37034,41517,,,,,,
01,45,AL,Dale County,6966,5812,8121,15,12.5,17.4,2813,2266,3360,21.9,17.7,26.2,1867,1470,2264,20.4,16.1,24.8,42867,40364,45369,,,,,,
01,47,AL,Dallas County,12678,10885,14471,29.9,25.7,34.2,4950,4161,5738,44.1,37.1,51.1,3245,2677,3813,40.6,33.5,47.7,27992,25443,30541,,,,,,
01,49,AL,DeKalb County,12690,10408,14972,18.7,15.4,22.1,4197,3352,5041,25.1,20,30.1,2581,2010,3152,22,17.2,26.9,35377,32237,38517,,,,,,
01,51,AL,Elmore County,8171,6795,9548,11.4,9.4,13.3,2890,2333,3446,15.2,12.3,18.2,1869,1467,2271,13.7,10.7,16.6,53296,50010,56583,,,,,,
01,53,AL,Escambia County,8490,7118,9862,24.1,20.2,27.9,2699,2219,3179,31.7,26.1,37.4,1677,1348,2006,27.6,22.2,33,32009,30103,33915,,,,,,
01,55,AL,Etowah County,16923,14636,19211,16.7,14.4,18.9,5609,4619,6600,24.2,19.9,28.4,3503,2826,4180,20.9,16.9,25,37264,34754,39775,,,,,,
01,57,AL,Fayette County,3430,2792,4067,19.8,16.1,23.4,951,751,1151,25.5,20.2,30.9,632,486,778,22.5,17.3,27.7,34092,30773,37410,,,,,,
01,59,AL,Franklin County,5918,4944,6891,19.5,16.3,22.7,2073,1666,2480,28,22.5,33.5,1305,1031,1579,25.5,20.2,30.9,35248,32110,38387,,,,,,
01,61,AL,Geneva County,4544,3680,5407,17.8,14.4,21.1,1574,1235,1913,28.3,22.2,34.4,1056,807,1305,26.5,20.2,32.7,32027,28952,35103,,,,,,
01,63,AL,Greene County,2751,2225,3277,30.3,24.5,36.1,933,733,1133,41,32.2,49.8,624,479,769,36.8,28.2,45.3,26001,23338,28665,,,,,,
01,65,AL,Hale County,4417,3581,5254,26,21.1,31,1407,1102,1713,32.2,25.3,39.3,876,672,1080,26.4,20.2,32.5,31091,28161,34022,,,,,,
01,67,AL,Henry County,3056,2477,3634,18.6,15.1,22.2,961,755,1167,26.2,20.6,31.8,651,501,801,24.2,18.6,29.7,36453,32778,40127,,,,,,
01,69,AL,Houston County,14641,12880,16403,15.1,13.3,16.9,5727,4834,6619,23.7,20,27.4,3541,2935,4147,20.5,17,24,42523,40807,44239,,,,,,
01,71,AL,Jackson County,8895,7509,10281,16.9,14.3,19.6,2699,2151,3247,23.2,18.5,27.9,1705,1328,2082,20,15.6,24.5,36597,33498,39697,,,,,,
