,State FIPS,County FIPS,Postal Code,Name,Median Household Income,90% CI Lower Bound,90% CI Upper Bound
2521,47,103,TN,Lincoln County,35717,33552,38022
2522,47,105,TN,Loudon County,43194,40545,46016
2523,47,107,TN,McMinn County,33890,31814,36101
2524,47,109,TN,McNairy County,31306,29400,33336
2525,47,111,TN,Macon County,31279,29376,33304
2526,47,113,TN,Madison County,37620,35349,40037
2527,47,115,TN,Marion County,33197,31154,35375
2528,47,117,TN,Marshall County,38617,36255,41133
2529,47,119,TN,Maury County,43714,41090,46506
2530,47,121,TN,Meigs County,30789,28863,32842
2531,47,123,TN,Monroe County,32567,30563,34702
2532,47,125,TN,Montgomery County,40047,37607,42646
2533,47,127,TN,Moore County,40436,37962,43070
2534,47,129,TN,Morgan County,29634,27804,31584
2535,47,131,TN,Obion County,34092,31983,36340
2536,47,133,TN,Overton County,29308,27532,31198
2537,47,135,TN,Perry County,28936,27139,30851
2538,47,137,TN,Pickett County,25257,23683,26936
2539,47,139,TN,Polk County,30588,28705,32594
2540,47,141,TN,Putnam County,32512,30545,34607
2541,47,143,TN,Rhea County,32558,30552,34695
2542,47,145,TN,Roane County,36922,34635,39360
2543,47,147,TN,Robertson County,44952,42235,47844
2544,47,149,TN,Rutherford County,48622,45723,51705
2545,47,151,TN,Scott County,25364,23790,27043
2546,47,153,TN,Sequatchie County,32767,30757,34908
2547,47,155,TN,Sevier County,35912,33680,38293
2548,47,157,TN,Shelby County,39110,36977,41365
2549,47,159,TN,Smith County,37186,34936,39580
2550,47,161,TN,Stewart County,34826,32725,37062
2551,47,163,TN,Sullivan County,35627,33484,37907
2552,47,165,TN,Sumner County,47284,44471,50275
2553,47,167,TN,Tipton County,41997,39461,44697
2554,47,169,TN,Trousdale County,32935,30914,35088
2555,47,171,TN,Unicoi County,32068,30090,34176
2556,47,173,TN,Union County,28499,26753,30358
2557,47,175,TN,Van Buren County,29982,28136,31949
2558,47,177,TN,Warren County,32186,30231,34268
2559,47,179,TN,Washington County,34635,32575,36826
2560,47,181,TN,Wayne County,27327,25619,29149
2561,47,183,TN,Weakley County,31163,29242,33210
2562,47,185,TN,White County,30161,28348,32091
2563,47,187,TN,Williamson County,76142,71398,81201
2564,47,189,TN,Wilson County,52720,49571,56069
2566,48,1,TX,Anderson County,31485,29540,33557
2567,48,3,TX,Andrews County,38190,35831,40705
2568,48,5,TX,Angelina County,34630,32511,36887
2569,48,7,TX,Aransas County,31245,29338,33277
2570,48,9,TX,Archer County,41580,39039,44286
2571,48,11,TX,Armstrong County,38697,36344,41201
2572,48,13,TX,Atascosa County,33884,31793,36112
2573,48,15,TX,Austin County,42007,39415,44769
2574,48,17,TX,Bailey County,28505,26551,30602
2575,48,19,TX,Bandera County,39396,37003,41945
2576,48,21,TX,Bastrop County,43693,41050,46506
2577,48,23,TX,Baylor County,26112,24459,27876
2578,48,25,TX,Bee County,27743,25945,29665
2579,48,27,TX,Bell County,38203,35755,40819
2580,48,29,TX,Bexar County,38676,36642,40824
2581,48,31,TX,Blanco County,41609,39038,44349
2582,48,33,TX,Borden County,40767,37633,44162
2583,48,35,TX,Bosque County,34970,32838,37240
2584,48,37,TX,Bowie County,34615,32563,36795
2585,48,39,TX,Brazoria County,51674,48646,54891
2586,48,41,TX,Brazos County,31569,29458,33831
2587,48,43,TX,Brewster County,29295,27472,31239
2588,48,45,TX,Briscoe County,29256,27270,31386
2589,48,47,TX,Brooks County,20905,19577,22324
2590,48,49,TX,Brown County,31835,29891,33906
2591,48,51,TX,Burleson County,33979,31931,36159
2592,48,53,TX,Burnet County,40954,38402,43675
2593,48,55,TX,Caldwell County,36850,34612,39233
2594,48,57,TX,Calhoun County,35211,33105,37452
2595,48,59,TX,Callahan County,33152,31132,35303
2596,48,61,TX,Cameron County,26352,24743,28065
2597,48,63,TX,Camp County,31700,29722,33810
2598,48,65,TX,Carson County,38341,35584,41313
2599,48,67,TX,Cass County,30285,28429,32263
2600,48,69,TX,Castro County,34761,32379,37319
2601,48,71,TX,Chambers County,56478,52449,60817
2602,48,73,TX,Cherokee County,30040,28204,31996
2603,48,75,TX,Childress County,27416,25636,29319
2604,48,77,TX,Clay County,37957,35661,40400
2605,48,79,TX,Cochran County,26841,25005,28813
2606,48,81,TX,Coke County,29934,28056,31938
2607,48,83,TX,Coleman County,25479,23858,27209
2608,48,85,TX,Collin County,74333,69931,79011
2609,48,87,TX,Collingsworth County,28098,26345,29968
2610,48,89,TX,Colorado County,32528,30538,34646
2611,48,91,TX,Comal County,48888,45948,52017
2612,48,93,TX,Comanche County,29726,27887,31687
2613,48,95,TX,Concho County,28151,26236,30205
2614,48,97,TX,Cooke County,39744,37341,42303
2615,48,99,TX,Coryell County,35133,32850,37576
2616,48,101,TX,Cottle County,26623,24951,28406
2617,48,103,TX,Crane County,36684,34310,39221
2618,48,105,TX,Crockett County,33180,31037,35470
2619,48,107,TX,Crosby County,28124,26393,29969
2620,48,109,TX,Culberson County,23923,22249,25722
2621,48,111,TX,Dallam County,29825,27615,32212
2622,48,113,TX,Dallas County,41256,39217,43401
2623,48,115,TX,Dawson County,27089,25364,28932
2624,48,117,TX,Deaf Smith County,29203,27203,31351
2625,48,119,TX,Delta County,29540,27722,31477
2626,48,121,TX,Denton County,61460,57914,65223
2627,48,123,TX,DeWitt County,29421,27660,31293
2628,48,125,TX,Dickens County,24663,23022,26420
2629,48,127,TX,Dimmit County,23667,22133,25307
2630,48,129,TX,Donley County,29049,27259,30956
2631,48,131,TX,Duval County,25165,23579,26857
2632,48,133,TX,Eastland County,28174,26448,30013
2633,48,135,TX,Ector County,33124,31103,35277
2634,48,137,TX,Edwards County,25991,24369,27720
2635,48,139,TX,Ellis County,49839,46812,53061
2636,48,141,TX,El Paso County,31161,29342,33093
2637,48,143,TX,Erath County,30737,28866,32729
2638,48,145,TX,Falls County,26944,25248,28754
2639,48,147,TX,Fannin County,34014,31925,36240
2640,48,149,TX,Fayette County,38107,35756,40612
2641,48,151,TX,Fisher County,29325,27524,31244
2642,48,153,TX,Floyd County,26942,25058,28967
2643,48,155,TX,Foard County,25329,23679,27094
2644,48,157,TX,Fort Bend County,64983,61075,69142
2645,48,159,TX,Franklin County,36997,34536,39633
2646,48,161,TX,Freestone County,34114,32018,36348
2647,48,163,TX,Frio County,24340,22812,25971
2648,48,165,TX,Gaines County,31553,29558,33682
2649,48,167,TX,Galveston County,44872,42265,47640
2650,48,169,TX,Garza County,28807,27004,30731
2651,48,171,TX,Gillespie County,40105,37623,42751
2652,48,173,TX,Glasscock County,38792,36304,41450
2653,48,175,TX,Goliad County,36166,33976,38496
2654,48,177,TX,Gonzales County,28890,27111,30786
2655,48,179,TX,Gray County,33746,31621,36013
2656,48,181,TX,Grayson County,37772,35484,40209
2657,48,183,TX,Gregg County,37076,34832,39464
2658,48,185,TX,Grimes County,32546,30559,34662
2659,48,187,TX,Guadalupe County,45609,42860,48535
2660,48,189,TX,Hale County,31024,29184,32980
2661,48,191,TX,Hall County,24261,22745,25879
2662,48,193,TX,Hamilton County,30356,28473,32363
2663,48,195,TX,Hansford County,35087,32578,37789
2664,48,197,TX,Hardeman County,28921,27119,30842
2665,48,199,TX,Hardin County,40465,38004,43085
2666,48,201,TX,Harris County,42262,40357,44258
2667,48,203,TX,Harrison County,34521,32437,36738
2668,48,205,TX,Hartley County,41324,38012,44924
2669,48,207,TX,Haskell County,25690,24072,27416
2670,48,209,TX,Hays County,45893,43078,48891
2671,48,211,TX,Hemphill County,42408,39536,45489
2672,48,213,TX,Henderson County,32503,30538,34594
2673,48,215,TX,Hidalgo County,25937,24367,27609
2674,48,217,TX,Hill County,32411,30436,34513
2675,48,219,TX,Hockley County,32678,30680,34806
2676,48,221,TX,Hood County,45951,43137,48947
2677,48,223,TX,Hopkins County,32286,30296,34407
2678,48,225,TX,Houston County,28036,26298,29890
2679,48,227,TX,Howard County,30723,28836,32734
2680,48,229,TX,Hudspeth County,21938,20493,23485
2681,48,231,TX,Hunt County,37347,35100,39739
2682,48,233,TX,Hutchinson County,39643,37223,42219
2683,48,235,TX,Irion County,36944,34672,39364
2684,48,237,TX,Jack County,34104,32014,36330
2685,48,239,TX,Jackson County,34391,32224,36704
2686,48,241,TX,Jasper County,31275,29363,33312
2687,48,243,TX,Jeff Davis County,32299,30304,34425
2688,48,245,TX,Jefferson County,35012,32947,37206
2689,48,247,TX,Jim Hogg County,28025,26281,29886
2690,48,249,TX,Jim Wells County,30979,29083,32997
2691,48,251,TX,Johnson County,45284,42553,48191
2692,48,253,TX,Jones County,28516,26712,30441
2693,48,255,TX,Karnes County,26415,24730,28215
2694,48,257,TX,Kaufman County,46108,43296,49103
2695,48,259,TX,Kendall County,55237,51750,58958
2696,48,261,TX,Kenedy County,24248,22387,26264
2697,48,263,TX,Kent County,33733,31557,36060
2698,48,265,TX,Kerr County,35939,33819,38191
2699,48,267,TX,Kimble County,28379,26608,30267
2700,48,269,TX,King County,35925,33559,38459
2701,48,271,TX,Kinney County,29927,28094,31880
2702,48,273,TX,Kleberg County,30395,28539,32373
2703,48,275,TX,Knox County,26658,24982,28447
2704,48,277,TX,Lamar County,31732,29778,33814
2705,48,279,TX,Lamb County,28205,26396,30138
2706,48,281,TX,Lampasas County,34713,32558,37012
2707,48,283,TX,La Salle County,23542,22070,25112
2708,48,285,TX,Lavaca County,32076,30076,34209
2709,48,287,TX,Lee County,37427,35176,39822
2710,48,289,TX,Leon County,32761,30760,34892
2711,48,291,TX,Liberty County,38205,35824,40744
2712,48,293,TX,Limestone County,30224,28367,32202
2713,48,295,TX,Lipscomb County,34081,31964,36338
2714,48,297,TX,Live Oak County,31361,29353,33507
2715,48,299,TX,Llano County,33814,31694,36075
2716,48,301,TX,Loving County,38806,36042,41781
2717,48,303,TX,Lubbock County,33158,31192,35249
2718,48,305,TX,Lynn County,29408,27569,31369
2719,48,307,TX,McCulloch County,28362,26580,30264
2720,48,309,TX,McLennan County,34202,32197,36332
2721,48,311,TX,McMullen County,34651,32480,36968
2722,48,313,TX,Madison County,29401,27543,31385
2723,48,315,TX,Marion County,24467,22870,26175
2724,48,317,TX,Martin County,33629,31571,35822
2725,48,319,TX,Mason County,32269,30191,34490
2726,48,321,TX,Matagorda County,31972,30006,34067
2727,48,323,TX,Maverick County,23897,22254,25661
2728,48,325,TX,Medina County,36111,33910,38456
2729,48,327,TX,Menard County,25782,24169,27502
2730,48,329,TX,Midland County,40373,37961,42938
2731,48,331,TX,Milam County,32381,30382,34512
2732,48,333,TX,Mills County,29352,27532,31293
2733,48,335,TX,Mitchell County,25700,23959,27566
2734,48,337,TX,Montague County,32458,30479,34566
2735,48,339,TX,Montgomery County,53392,50221,56763
2736,48,341,TX,Moore County,34775,32654,37033
2737,48,343,TX,Morris County,30701,28796,32732
2738,48,345,TX,Motley County,27425,25696,29269
2739,48,347,TX,Nacogdoches County,29223,27397,31171
2740,48,349,TX,Navarro County,31410,29493,33451
2741,48,351,TX,Newton County,28289,26497,30203
2742,48,353,TX,Nolan County,27798,26057,29656
2743,48,355,TX,Nueces County,35240,33175,37434
2744,48,357,TX,Ochiltree County,39688,37115,42440
2745,48,359,TX,Oldham County,33428,31009,36036
2746,48,361,TX,Orange County,38758,36418,41249
2747,48,363,TX,Palo Pinto County,32243,30285,34327
2748,48,365,TX,Panola County,34351,32249,36590
2749,48,367,TX,Parker County,47406,44579,50412
2750,48,369,TX,Parmer County,31306,29095,33685
2751,48,371,TX,Pecos County,28357,26584,30249
2752,48,373,TX,Polk County,34975,32684,37427
2753,48,375,TX,Potter County,29811,27993,31747
2754,48,377,TX,Presidio County,24321,22427,26375
2755,48,379,TX,Rains County,33384,31282,35627
2756,48,381,TX,Randall County,45881,43058,48889
2757,48,383,TX,Reagan County,38929,36423,41608
2758,48,385,TX,Real County,26969,25252,28802
2759,48,387,TX,Red River County,26470,24800,28253
2760,48,389,TX,Reeves County,23646,22132,25264
2761,48,391,TX,Refugio County,30839,28920,32884
2762,48,393,TX,Roberts County,44328,41583,47254
2763,48,395,TX,Robertson County,30672,28798,32667
2764,48,397,TX,Rockwall County,69168,64867,73754
2765,48,399,TX,Runnels County,27935,26148,29846
2766,48,401,TX,Rusk County,33744,31687,35934
2767,48,403,TX,Sabine County,28525,26749,30420
2768,48,405,TX,San Augustine County,26749,25086,28522
2769,48,407,TX,San Jacinto County,31822,29849,33925
2770,48,409,TX,San Patricio County,36711,34462,39107
2771,48,411,TX,San Saba County,29700,27873,31647
2772,48,413,TX,Schleicher County,34063,31869,36409
2773,48,415,TX,Scurry County,33545,31484,35740
2774,48,417,TX,Shackelford County,34220,32066,36520
2775,48,419,TX,Shelby County,28657,26882,30550
2776,48,421,TX,Sherman County,33819,31207,36650
2777,48,423,TX,Smith County,38642,36309,41126
2778,48,425,TX,Somervell County,42260,39696,44989
2779,48,427,TX,Starr County,19185,17909,20551
2780,48,429,TX,Stephens County,29399,27588,31329
2781,48,431,TX,Sterling County,37929,35608,40402
2782,48,433,TX,Stonewall County,29427,27561,31419
2783,48,435,TX,Sutton County,41391,38700,44269
2784,48,437,TX,Swisher County,29153,27308,31123
2785,48,439,TX,Tarrant County,47805,45370,50371
2786,48,441,TX,Taylor County,33624,31529,35857
2787,48,443,TX,Terrell County,26848,25095,28723
2788,48,445,TX,Terry County,28045,26303,29903
2789,48,447,TX,Throckmorton County,27982,26027,30084
2790,48,449,TX,Titus County,31934,29964,34033
2791,48,451,TX,Tom Green County,34062,32040,36211
2792,48,453,TX,Travis County,45314,42745,48037
2793,48,455,TX,Trinity County,28036,26307,29879
2794,48,457,TX,Tyler County,30226,28343,32235
2795,48,459,TX,Upshur County,33503,31466,35673
2796,48,461,TX,Upton County,32685,30605,34907
2797,48,463,TX,Uvalde County,27665,25943,29500
2798,48,465,TX,Val Verde County,30472,28582,32486
2799,48,467,TX,Van Zandt County,35416,33246,37729
2800,48,469,TX,Victoria County,37173,34982,39501
2801,48,471,TX,Walker County,30646,28605,32832
2802,48,473,TX,Waller County,38101,35705,40659
2803,48,475,TX,Ward County,31550,29600,33629
2804,48,477,TX,Washington County,37013,34771,39399
2805,48,479,TX,Webb County,28857,27034,30803
2806,48,481,TX,Wharton County,33127,31099,35287
2807,48,483,TX,Wheeler County,34332,32195,36610
2808,48,485,TX,Wichita County,35403,33249,37697
2809,48,487,TX,Wilbarger County,30018,28161,31998
2810,48,489,TX,Willacy County,23528,22036,25121
2811,48,491,TX,Williamson County,61540,57884,65427
2812,48,493,TX,Wilson County,42502,39944,45225
2813,48,495,TX,Winkler County,33680,31578,35923
2814,48,497,TX,Wise County,44842,42123,47736
2815,48,499,TX,Wood County,32383,30364,34536
2816,48,501,TX,Yoakum County,36132,33836,38584
2817,48,503,TX,Young County,31150,29232,33194
2818,48,505,TX,Zapata County,25430,23807,27163
2819,48,507,TX,Zavala County,18622,17413,19915
2821,49,1,UT,Beaver County,38039,35696,40536
2822,49,3,UT,Box Elder County,47329,44425,50423
2823,49,5,UT,Cache County,41802,39400,44350
2824,49,7,UT,Carbon County,36291,34038,38694
2825,49,9,UT,Daggett County,34824,32607,37193
2826,49,11,UT,Davis County,56885,53733,60222
2827,49,13,UT,Duchesne County,36501,34194,38964
2828,49,15,UT,Emery County,41293,38775,43974
2829,49,17,UT,Garfield County,34910,32747,37216
2830,49,19,UT,Grand County,31699,29715,33815
2831,49,21,UT,Iron County,35862,33672,38196
2832,49,23,UT,Juab County,40204,37762,42804
2833,49,25,UT,Kane County,36117,33926,38448
2834,49,27,UT,Millard County,38825,36458,41347
2835,49,29,UT,Morgan County,56684,53101,60509
2836,49,31,UT,Piute County,29195,27378,31131
2837,49,33,UT,Rich County,43200,40569,46001
2838,49,35,UT,Salt Lake County,49076,46681,51595
2839,49,37,UT,San Juan County,27778,25857,29842
2840,49,39,UT,Sanpete County,34494,32471,36642
2841,49,41,UT,Sevier County,37614,35318,40058
2842,49,43,UT,Summit County,65610,61327,70193
2843,49,45,UT,Tooele County,51266,48091,54650
2844,49,47,UT,Uintah County,39140,36806,41621
2845,49,49,UT,Utah County,46428,43868,49137
2846,49,51,UT,Wasatch County,51180,48033,54533
2847,49,53,UT,Washington County,39777,37364,42347
2848,49,55,UT,Wayne County,32465,30464,34598
2849,49,57,UT,Weber County,46718,44064,49532
2851,50,1,VT,Addison County,45369,42764,48133
2852,50,3,VT,Bennington County,40818,38457,43324
2853,50,5,VT,Caledonia County,36116,34007,38356
2854,50,7,VT,Chittenden County,51922,49275,54711
2855,50,9,VT,Essex County,31286,29379,33316
2856,50,11,VT,Franklin County,43672,41164,46332
2857,50,13,VT,Grand Isle County,47096,44229,50148
2858,50,15,VT,Lamoille County,41574,39112,44192
2859,50,17,VT,Orange County,42282,39781,44941
2860,50,19,VT,Orleans County,33772,31716,35962
2861,50,21,VT,Rutland County,38803,36602,41137
2862,50,23,VT,Washington County,44072,41557,46738
2863,50,25,VT,Windham County,40287,37953,42765
2864,50,27,VT,Windsor County,43008,40604,45555
2866,51,1,VA,Accomack County,30063,28215,32031
2867,51,3,VA,Albemarle County,53104,49870,56548
2868,51,5,VA,Alleghany County,37349,35034,39817
2869,51,7,VA,Amelia County,42591,39969,45386
2870,51,9,VA,Amherst County,37549,35297,39945
2871,51,11,VA,Appomattox County,36939,34682,39343
2872,51,13,VA,Arlington County,67161,62968,71633
2873,51,15,VA,Augusta County,45434,42760,48276
2874,51,17,VA,Bath County,36523,34302,38889
2875,51,19,VA,Bedford County,47263,44374,50340
2876,51,21,VA,Bland County,32742,30692,34928
2877,51,23,VA,Botetourt County,52094,48902,55493
2878,51,25,VA,Brunswick County,30503,28592,32542
2879,51,27,VA,Buchanan County,24427,22809,26159
2880,51,29,VA,Buckingham County,30610,28686,32663
2881,51,31,VA,Campbell County,38606,36283,41078
2882,51,33,VA,Caroline County,41640,39219,44210
2883,51,35,VA,Carroll County,31850,29903,33924
2884,51,36,VA,Charles City County,43275,40639,46082
2885,51,37,VA,Charlotte County,30276,28410,32263
2886,51,41,VA,Chesterfield County,61907,58231,65814
2887,51,43,VA,Clarke County,53777,50465,57307
2888,51,45,VA,Craig County,38869,36522,41366
2889,51,47,VA,Culpeper County,50162,47075,53452
2890,51,49,VA,Cumberland County,33700,31641,35893
2891,51,51,VA,Dickenson County,25479,23793,27285
2892,51,53,VA,Dinwiddie County,42123,39576,44833
2893,51,57,VA,Essex County,37239,34970,39655
2894,51,59,VA,Fairfax County,82648,77973,87604
2895,51,61,VA,Fauquier County,68140,63882,72683
2896,51,63,VA,Floyd County,35073,32916,37371
2897,51,65,VA,Fluvanna County,49274,46111,52655
2898,51,67,VA,Franklin County,39049,36684,41566
2899,51,69,VA,Frederick County,52722,49501,56154
2900,51,71,VA,Giles County,35816,33612,38165
2901,51,73,VA,Gloucester County,47211,44376,50228
2902,51,75,VA,Goochland County,61142,57372,65160
2903,51,77,VA,Grayson County,29386,27582,31307
2904,51,79,VA,Greene County,49974,46888,53264
2905,51,81,VA,Greensville County,30049,28080,32157
2906,51,83,VA,Halifax County,30119,28334,32017
2907,51,85,VA,Hanover County,65423,61401,69708
2908,51,87,VA,Henrico County,51201,48217,54370
2909,51,89,VA,Henry County,31360,29431,33414
2910,51,91,VA,Highland County,31219,29312,33250
2911,51,93,VA,Isle of Wight County,49437,46418,52653
2912,51,95,VA,James City County,62326,58411,66502
2913,51,97,VA,King and Queen County,36367,34160,38717
2914,51,99,VA,King George County,57322,53733,61151
2915,51,101,VA,King William County,52899,49660,56350
2916,51,103,VA,Lancaster County,36077,33880,38417
2917,51,105,VA,Lee County,25067,23470,26773
2918,51,107,VA,Loudoun County,90122,84544,96068
2919,51,109,VA,Louisa County,43127,40494,45931
2920,51,111,VA,Lunenburg County,28713,26913,30634
2921,51,113,VA,Madison County,41005,38499,43673
2922,51,115,VA,Mathews County,44729,41999,47635
2923,51,117,VA,Mecklenburg County,30881,28988,32899
2924,51,119,VA,Middlesex County,38636,36292,41131
2925,51,121,VA,Montgomery County,34603,32313,37055
2926,51,125,VA,Nelson County,38719,36381,41208
2927,51,127,VA,New Kent County,58204,54611,62032
2928,51,131,VA,Northampton County,29526,27708,31464
2929,51,133,VA,Northumberland County,38036,35704,40520
2930,51,135,VA,Nottoway County,31021,29118,33049
2931,51,137,VA,Orange County,46169,43444,49066
2932,51,139,VA,Page County,34509,32431,36720
2933,51,141,VA,Patrick County,29958,28117,31920
2934,51,143,VA,Pittsylvania County,36029,33846,38353
2935,51,145,VA,Powhatan County,57458,53810,61354
2936,51,147,VA,Prince Edward County,29573,27600,31687
2937,51,149,VA,Prince George County,49503,46494,52706
2938,51,153,VA,Prince William County,72977,68525,77718
2939,51,155,VA,Pulaski County,35694,33523,38005
2940,51,157,VA,Rappahannock County,50132,47070,53393
2941,51,159,VA,Richmond County,33002,30932,35211
2942,51,161,VA,Roanoke County,50351,47320,53577
2943,51,163,VA,Rockbridge County,37877,35588,40313
2944,51,165,VA,Rockingham County,43727,41082,46543
2945,51,167,VA,Russell County,28943,27114,30894
2946,51,169,VA,Scott County,30199,28310,32213
2947,51,171,VA,Shenandoah County,41872,39332,44575
2948,51,173,VA,Smyth County,31645,29713,33702
2949,51,175,VA,Southampton County,35349,33170,37672
2950,51,177,VA,Spotsylvania County,65411,61210,69901
2951,51,179,VA,Stafford County,75556,70764,80673
2952,51,181,VA,Surry County,38420,36099,40889
2953,51,183,VA,Sussex County,30302,28391,32341
2954,51,185,VA,Tazewell County,29427,27598,31377
2955,51,187,VA,Warren County,46765,43929,49785
2956,51,191,VA,Washington County,35833,33683,38120
2957,51,193,VA,Westmoreland County,36210,34018,38544
2958,51,195,VA,Wise County,28737,26884,30717
2959,51,197,VA,Wythe County,33262,31236,35420
2960,51,199,VA,York County,65397,61346,69714
2961,51,510,VA,Alexandria city,59344,55717,63206
2962,51,515,VA,Bedford city,30715,28819,32735
2963,51,520,VA,Bristol city,29112,27318,31023
2964,51,530,VA,Buena Vista city,33818,31760,36010
2965,51,540,VA,Charlottesville city,31363,29320,33547
2966,51,550,VA,Chesapeake city,54067,50878,57456
2967,51,570,VA,Colonial Heights city,43765,41016,46698
2968,51,580,VA,Covington city,31688,29733,33772
2969,51,590,VA,Danville city,27082,25408,28865
2970,51,595,VA,Emporia city,29388,27571,31325
2971,51,600,VA,Fairfax city,67166,63064,71536
2972,51,610,VA,Falls Church city,79421,74404,84777
2973,51,620,VA,Franklin city,31910,29947,34002
2974,51,630,VA,Fredericksburg city,36636,34343,39082
2975,51,640,VA,Galax city,28381,26624,30255
2976,51,650,VA,Hampton city,39882,37500,42415
2977,51,660,VA,Harrisonburg city,31057,28924,33347
2978,51,670,VA,Hopewell city,32845,30846,34973
2979,51,678,VA,Lexington city,31139,28896,33555
2980,51,680,VA,Lynchburg city,31973,30048,34020
2981,51,683,VA,Manassas city,61387,57598,65425
2982,51,685,VA,Manassas Park city,62637,58642,66904
2983,51,690,VA,Martinsville city,27736,26021,29563
2984,51,700,VA,Newport News city,38406,36120,40836
2985,51,710,VA,Norfolk city,32026,30090,34086
2986,51,720,VA,Norton city,27135,25289,29117
2987,51,730,VA,Petersburg city,28558,26806,30424
2988,51,735,VA,Poquoson city,67765,63484,72335
2989,51,740,VA,Portsmouth city,34523,32456,36721
2990,51,750,VA,Radford city,27040,24988,29260
2991,51,760,VA,Richmond city,31730,29816,33768
2992,51,770,VA,Roanoke city,31523,29656,33508
2993,51,775,VA,Salem city,40439,37980,43057
2994,51,790,VA,Staunton city,33921,31856,36119
2995,51,800,VA,Suffolk city,46416,43523,49500
2996,51,810,VA,Virginia Beach city,50361,47439,53462
2997,51,820,VA,Waynesboro city,34384,32317,36583
2998,51,830,VA,Williamsburg city,34623,32298,37115
2999,51,840,VA,Winchester city,37276,34993,39708
3001,53,1,WA,Adams County,35241,33068,37556
3002,53,3,WA,Asotin County,34698,32655,36869
3003,53,5,WA,Benton County,51753,48545,55172
3004,53,7,WA,Chelan County,38515,36181,40999
3005,53,9,WA,Clallam County,38651,36276,41183
3006,53,11,WA,Clark County,50312,47428,53371
3007,53,13,WA,Columbia County,35153,32997,37449
3008,53,15,WA,Cowlitz County,40464,38088,42987
3009,53,17,WA,Douglas County,39520,37131,42062
3010,53,19,WA,Ferry County,30606,28712,32626
3011,53,21,WA,Franklin County,40404,37868,43109
3012,53,23,WA,Garfield County,33920,31680,36319
3013,53,25,WA,Grant County,36283,34076,38633
3014,53,27,WA,Grays Harbor County,35479,33288,37814
3015,53,29,WA,Island County,45551,42828,48447
3016,53,31,WA,Jefferson County,40390,37933,43007
3017,53,33,WA,King County,53541,50921,56295
3018,53,35,WA,Kitsap County,51127,48042,54409
3019,53,37,WA,Kittitas County,34993,32797,37336
3020,53,39,WA,Klickitat County,36082,33876,38431
3021,53,41,WA,Lewis County,36808,34667,39082
3022,53,43,WA,Lincoln County,37266,34982,39699
3023,53,45,WA,Mason County,41312,38743,44052
3024,53,47,WA,Okanogan County,30396,28629,32271
3025,53,49,WA,Pacific County,32101,30125,34206
3026,53,51,WA,Pend Oreille County,34276,32168,36522
3027,53,53,WA,Pierce County,48205,45586,50974
3028,53,55,WA,San Juan County,44059,41384,46906
3029,53,57,WA,Skagit County,44636,41914,47535
3030,53,59,WA,Skamania County,40338,37825,43018
3031,53,61,WA,Snohomish County,52907,50062,55913
3032,53,63,WA,Spokane County,39874,37618,42265
3033,53,65,WA,Stevens County,36112,33900,38468
3034,53,67,WA,Thurston County,50808,47860,53938
3035,53,69,WA,Wahkiakum County,40416,37905,43092
3036,53,71,WA,Walla Walla County,37456,35167,39893
3037,53,73,WA,Whatcom County,41971,39591,44494
3038,53,75,WA,Whitman County,31096,29016,33326
3039,53,77,WA,Yakima County,34780,32688,37007
3041,54,1,WV,Barbour County,27607,25891,29437
3042,54,3,WV,Berkeley County,43330,40746,46077
3043,54,5,WV,Boone County,28675,26827,30650
3044,54,7,WV,Braxton County,26790,25098,28597
3045,54,9,WV,Brooke County,34899,32796,37136
3046,54,11,WV,Cabell County,30740,28916,32679
3047,54,13,WV,Calhoun County,23758,22260,25357
3048,54,15,WV,Clay County,24640,23049,26340
3049,54,17,WV,Doddridge County,27951,26210,29807
3050,54,19,WV,Fayette County,26380,24727,28145
3051,54,21,WV,Gilmer County,24958,23334,26694
3052,54,23,WV,Grant County,31982,30002,34093
3053,54,25,WV,Greenbrier County,29704,27862,31668
3054,54,27,WV,Hampshire County,34881,32735,37168
3055,54,29,WV,Hancock County,36169,33960,38522
3056,54,31,WV,Hardy County,33849,31791,36040
3057,54,33,WV,Harrison County,32471,30534,34531
3058,54,35,WV,Jackson County,34344,32222,36604
3059,54,37,WV,Jefferson County,48633,45646,51815
3060,54,39,WV,Kanawha County,36379,34382,38491
3061,54,41,WV,Lewis County,29771,27957,31702
3062,54,43,WV,Lincoln County,26142,24472,27926
3063,54,45,WV,Logan County,26680,24993,28481
3064,54,47,WV,McDowell County,18431,17174,19780
3065,54,49,WV,Marion County,31539,29656,33542
3066,54,51,WV,Marshall County,32797,30823,34898
3067,54,53,WV,Mason County,29507,27663,31475
3068,54,55,WV,Mercer County,28186,26467,30016
3069,54,57,WV,Mineral County,33936,31920,36080
3070,54,59,WV,Mingo County,23450,21918,25088
3071,54,61,WV,Monongalia County,33087,30952,35368
3072,54,63,WV,Monroe County,29673,27814,31656
3073,54,65,WV,Morgan County,36837,34538,39289
3074,54,67,WV,Nicholas County,27903,26243,29667
3075,54,69,WV,Ohio County,32900,30933,34993
3076,54,71,WV,Pendleton County,31261,29329,33322
3077,54,73,WV,Pleasants County,35993,33732,38406
3078,54,75,WV,Pocahontas County,27567,25866,29379
3079,54,77,WV,Preston County,31187,29250,33251
3080,54,79,WV,Putnam County,44987,42269,47879
3081,54,81,WV,Raleigh County,30777,28937,32733
